Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Rape,Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vandalism/Criminal Mischief,Weapon Violations
2006-05-29,12.0,9.0,55.0,,10.0,5.0,5.0,2.0,10.0,11.0,35.0,3.0,4.0,12.0,6.0,3.0,21.0,19.0,21.0,6.0
2006-05-30,4.0,8.0,31.0,5.0,14.0,5.0,1.0,10.0,10.0,12.0,28.0,1.0,1.0,9.0,5.0,8.0,27.0,34.0,29.0,9.0
2006-05-31,8.0,10.0,49.0,4.0,12.0,4.0,1.0,12.0,6.0,13.0,45.0,4.0,4.0,12.0,8.0,7.0,27.0,26.0,33.0,4.0
2006-06-01,3.0,6.0,26.0,2.0,8.0,2.0,3.0,8.0,9.0,13.0,22.0,2.0,1.0,6.0,5.0,3.0,17.0,18.0,12.0,
2006-06-02,4.0,11.0,24.0,5.0,10.0,3.0,1.0,11.0,10.0,19.0,26.0,,1.0,11.0,7.0,6.0,36.0,30.0,20.0,2.0
2006-06-03,6.0,6.0,47.0,8.0,11.0,7.0,1.0,8.0,12.0,10.0,34.0,2.0,2.0,10.0,6.0,5.0,24.0,33.0,28.0,2.0
2006-06-04,5.0,9.0,156.0,1.0,5.0,11.0,6.0,2.0,8.0,24.0,22.0,2.0,,14.0,6.0,9.0,29.0,18.0,35.0,4.0
2006-06-05,1.0,12.0,57.0,,11.0,4.0,5.0,17.0,14.0,19.0,30.0,1.0,2.0,11.0,15.0,16.0,27.0,40.0,23.0,2.0
2006-06-06,5.0,8.0,86.0,1.0,11.0,2.0,7.0,14.0,9.0,18.0,28.0,4.0,2.0,12.0,6.0,3.0,28.0,25.0,40.0,3.0
2006-06-07,1.0,5.0,98.0,3.0,4.0,2.0,5.0,17.0,7.0,18.0,22.0,2.0,3.0,14.0,10.0,3.0,41.0,23.0,29.0,2.0
2006-06-08,2.0,9.0,25.0,2.0,7.0,2.0,1.0,13.0,7.0,10.0,31.0,3.0,,11.0,7.0,2.0,27.0,30.0,17.0,6.0
2006-06-09,5.0,10.0,52.0,2.0,6.0,3.0,5.0,16.0,5.0,9.0,33.0,3.0,1.0,12.0,6.0,9.0,26.0,17.0,27.0,4.0
2006-06-10,4.0,11.0,56.0,3.0,16.0,3.0,8.0,8.0,11.0,12.0,26.0,1.0,1.0,7.0,4.0,5.0,20.0,15.0,40.0,2.0
2006-06-11,6.0,13.0,72.0,4.0,6.0,13.0,3.0,4.0,6.0,6.0,38.0,1.0,1.0,10.0,4.0,7.0,23.0,20.0,29.0,2.0
2006-06-12,3.0,17.0,45.0,6.0,15.0,3.0,1.0,19.0,11.0,20.0,37.0,,1.0,11.0,6.0,9.0,27.0,26.0,28.0,4.0
2006-06-13,4.0,8.0,52.0,1.0,13.0,3.0,4.0,10.0,7.0,15.0,27.0,1.0,4.0,11.0,3.0,6.0,16.0,35.0,40.0,2.0
2006-06-14,8.0,11.0,61.0,5.0,15.0,3.0,5.0,10.0,7.0,18.0,34.0,2.0,,7.0,2.0,5.0,17.0,37.0,22.0,5.0
2006-06-15,7.0,12.0,69.0,3.0,16.0,4.0,7.0,13.0,3.0,13.0,21.0,1.0,,9.0,7.0,3.0,29.0,22.0,26.0,3.0
2006-06-16,5.0,9.0,55.0,5.0,5.0,1.0,10.0,8.0,5.0,7.0,37.0,4.0,2.0,14.0,4.0,5.0,28.0,26.0,26.0,2.0
2006-06-17,9.0,3.0,112.0,4.0,11.0,13.0,5.0,6.0,5.0,9.0,46.0,3.0,1.0,14.0,2.0,9.0,19.0,28.0,31.0,1.0
2006-06-18,6.0,10.0,103.0,,11.0,4.0,3.0,2.0,5.0,18.0,27.0,,2.0,8.0,1.0,2.0,14.0,13.0,39.0,1.0
2006-06-19,3.0,11.0,59.0,7.0,6.0,5.0,5.0,12.0,8.0,9.0,27.0,3.0,2.0,17.0,6.0,4.0,26.0,35.0,26.0,
2006-06-20,1.0,16.0,120.0,6.0,14.0,4.0,6.0,16.0,11.0,18.0,37.0,3.0,1.0,11.0,2.0,6.0,25.0,32.0,29.0,2.0
2006-06-21,4.0,7.0,117.0,6.0,8.0,4.0,5.0,11.0,9.0,9.0,36.0,5.0,,20.0,5.0,4.0,20.0,29.0,32.0,1.0
2006-06-22,5.0,12.0,94.0,3.0,9.0,5.0,2.0,15.0,12.0,11.0,31.0,1.0,1.0,11.0,3.0,4.0,26.0,29.0,32.0,3.0
2006-06-23,7.0,7.0,55.0,3.0,10.0,2.0,3.0,12.0,11.0,5.0,28.0,,,7.0,6.0,9.0,19.0,38.0,29.0,1.0
2006-06-24,10.0,9.0,69.0,4.0,14.0,6.0,4.0,7.0,11.0,10.0,29.0,,,17.0,8.0,4.0,23.0,13.0,24.0,2.0
2006-06-25,1.0,8.0,84.0,1.0,7.0,3.0,1.0,4.0,12.0,5.0,16.0,,2.0,15.0,11.0,6.0,23.0,23.0,29.0,
2006-06-26,6.0,13.0,54.0,10.0,14.0,5.0,2.0,12.0,15.0,8.0,23.0,3.0,,15.0,6.0,11.0,26.0,24.0,31.0,2.0
2006-06-27,4.0,6.0,71.0,4.0,19.0,8.0,2.0,17.0,9.0,16.0,31.0,1.0,4.0,20.0,8.0,6.0,22.0,31.0,26.0,
2006-06-28,6.0,10.0,80.0,6.0,9.0,5.0,4.0,11.0,11.0,11.0,24.0,6.0,1.0,15.0,8.0,1.0,28.0,27.0,31.0,1.0
2006-06-29,5.0,10.0,94.0,2.0,9.0,2.0,,18.0,5.0,8.0,26.0,2.0,,13.0,17.0,8.0,18.0,32.0,35.0,
2006-06-30,7.0,7.0,114.0,3.0,8.0,4.0,8.0,12.0,6.0,26.0,34.0,2.0,,11.0,6.0,12.0,17.0,25.0,20.0,2.0
2006-07-01,6.0,6.0,74.0,1.0,9.0,7.0,4.0,7.0,6.0,8.0,38.0,1.0,1.0,7.0,8.0,5.0,12.0,18.0,21.0,
2006-07-02,7.0,11.0,62.0,4.0,15.0,2.0,1.0,,8.0,10.0,30.0,1.0,2.0,16.0,7.0,4.0,14.0,27.0,29.0,2.0
2006-07-03,6.0,8.0,58.0,5.0,10.0,,1.0,13.0,8.0,6.0,30.0,1.0,,10.0,6.0,6.0,21.0,31.0,37.0,1.0
2006-07-04,6.0,8.0,53.0,2.0,6.0,4.0,4.0,6.0,10.0,9.0,28.0,2.0,3.0,8.0,9.0,8.0,15.0,15.0,38.0,4.0
2006-07-05,5.0,8.0,73.0,6.0,18.0,2.0,4.0,11.0,10.0,12.0,27.0,1.0,2.0,12.0,5.0,6.0,25.0,31.0,41.0,1.0
2006-07-06,3.0,8.0,56.0,2.0,18.0,2.0,6.0,20.0,14.0,17.0,29.0,,2.0,11.0,7.0,8.0,29.0,30.0,25.0,2.0
2006-07-07,5.0,12.0,53.0,,16.0,3.0,1.0,17.0,7.0,11.0,27.0,2.0,1.0,13.0,6.0,3.0,23.0,31.0,26.0,4.0
2006-07-08,5.0,12.0,80.0,3.0,11.0,11.0,1.0,13.0,8.0,9.0,25.0,1.0,4.0,13.0,3.0,7.0,20.0,22.0,37.0,3.0
2006-07-09,6.0,9.0,42.0,2.0,7.0,4.0,9.0,6.0,18.0,4.0,24.0,,2.0,18.0,10.0,4.0,23.0,19.0,23.0,
2006-07-10,2.0,8.0,45.0,4.0,9.0,1.0,4.0,13.0,14.0,12.0,36.0,5.0,2.0,22.0,3.0,8.0,35.0,28.0,46.0,4.0
2006-07-11,8.0,20.0,72.0,3.0,14.0,2.0,1.0,14.0,9.0,14.0,30.0,1.0,1.0,14.0,4.0,6.0,23.0,28.0,38.0,3.0
2006-07-12,6.0,9.0,100.0,4.0,14.0,5.0,5.0,14.0,21.0,10.0,31.0,1.0,1.0,15.0,6.0,5.0,23.0,25.0,39.0,1.0
2006-07-13,1.0,8.0,121.0,1.0,9.0,5.0,3.0,10.0,10.0,22.0,35.0,1.0,1.0,14.0,4.0,4.0,21.0,24.0,22.0,1.0
2006-07-14,12.0,12.0,79.0,1.0,11.0,6.0,6.0,13.0,14.0,3.0,33.0,2.0,2.0,11.0,7.0,1.0,20.0,24.0,20.0,1.0
2006-07-15,5.0,16.0,33.0,3.0,11.0,11.0,5.0,6.0,9.0,13.0,27.0,1.0,1.0,9.0,8.0,5.0,19.0,19.0,25.0,1.0
2006-07-16,6.0,6.0,51.0,3.0,9.0,4.0,2.0,2.0,4.0,9.0,36.0,6.0,2.0,10.0,9.0,6.0,23.0,16.0,39.0,1.0
2006-07-17,5.0,2.0,58.0,5.0,8.0,3.0,4.0,17.0,12.0,17.0,23.0,3.0,1.0,16.0,5.0,3.0,25.0,35.0,28.0,2.0
2006-07-18,6.0,5.0,71.0,2.0,10.0,,5.0,12.0,10.0,12.0,25.0,3.0,2.0,18.0,11.0,7.0,24.0,38.0,27.0,2.0
2006-07-19,7.0,6.0,69.0,1.0,10.0,3.0,4.0,17.0,7.0,15.0,35.0,3.0,2.0,15.0,6.0,6.0,34.0,31.0,24.0,4.0
2006-07-20,11.0,10.0,75.0,1.0,14.0,7.0,6.0,16.0,13.0,10.0,36.0,3.0,,17.0,5.0,7.0,15.0,30.0,29.0,4.0
2006-07-21,7.0,3.0,59.0,,10.0,6.0,5.0,15.0,15.0,23.0,28.0,4.0,2.0,16.0,6.0,7.0,20.0,28.0,34.0,8.0
2006-07-22,8.0,9.0,48.0,7.0,9.0,8.0,2.0,4.0,9.0,10.0,37.0,1.0,1.0,9.0,9.0,9.0,21.0,25.0,35.0,3.0
2006-07-23,6.0,14.0,55.0,2.0,11.0,7.0,3.0,4.0,13.0,7.0,27.0,3.0,3.0,6.0,7.0,1.0,23.0,20.0,35.0,2.0
2006-07-24,12.0,6.0,101.0,7.0,11.0,8.0,3.0,15.0,16.0,5.0,48.0,2.0,2.0,18.0,9.0,10.0,23.0,39.0,37.0,3.0
2006-07-25,9.0,9.0,107.0,3.0,17.0,4.0,5.0,11.0,6.0,25.0,29.0,2.0,1.0,17.0,7.0,5.0,27.0,32.0,27.0,3.0
2006-07-26,5.0,15.0,115.0,4.0,12.0,4.0,8.0,8.0,9.0,14.0,45.0,7.0,1.0,8.0,7.0,9.0,26.0,38.0,30.0,3.0
2006-07-27,7.0,9.0,127.0,2.0,9.0,1.0,,24.0,10.0,13.0,42.0,4.0,,15.0,4.0,4.0,17.0,36.0,28.0,1.0
2006-07-28,7.0,5.0,34.0,7.0,21.0,3.0,,16.0,5.0,10.0,34.0,1.0,,10.0,9.0,7.0,12.0,21.0,26.0,4.0
2006-07-29,2.0,12.0,63.0,1.0,14.0,8.0,2.0,3.0,8.0,9.0,29.0,2.0,5.0,17.0,7.0,8.0,27.0,19.0,33.0,2.0
2006-07-30,4.0,9.0,55.0,4.0,11.0,5.0,2.0,3.0,8.0,8.0,26.0,3.0,4.0,12.0,15.0,5.0,19.0,18.0,36.0,3.0
2006-07-31,6.0,12.0,78.0,9.0,21.0,3.0,1.0,15.0,20.0,8.0,34.0,5.0,,20.0,7.0,7.0,22.0,29.0,29.0,5.0
2006-08-01,6.0,11.0,62.0,4.0,13.0,4.0,3.0,22.0,12.0,10.0,23.0,2.0,3.0,25.0,6.0,13.0,24.0,30.0,17.0,2.0
2006-08-02,5.0,5.0,80.0,2.0,11.0,3.0,3.0,12.0,18.0,18.0,27.0,3.0,1.0,15.0,6.0,11.0,13.0,22.0,30.0,3.0
2006-08-03,,4.0,63.0,8.0,10.0,5.0,3.0,15.0,7.0,17.0,21.0,2.0,2.0,10.0,8.0,7.0,12.0,33.0,26.0,2.0
2006-08-04,,7.0,45.0,4.0,11.0,3.0,3.0,17.0,14.0,13.0,26.0,3.0,3.0,15.0,5.0,5.0,16.0,21.0,24.0,1.0
2006-08-05,7.0,12.0,58.0,3.0,10.0,7.0,1.0,4.0,6.0,15.0,34.0,,1.0,12.0,7.0,6.0,16.0,22.0,33.0,2.0
2006-08-06,3.0,10.0,80.0,3.0,14.0,5.0,2.0,4.0,18.0,13.0,32.0,,4.0,10.0,12.0,5.0,12.0,17.0,26.0,
2006-08-07,5.0,9.0,47.0,7.0,14.0,2.0,,18.0,22.0,11.0,26.0,2.0,,21.0,5.0,4.0,30.0,47.0,29.0,1.0
2006-08-08,4.0,12.0,132.0,1.0,14.0,7.0,4.0,18.0,8.0,21.0,39.0,,2.0,17.0,8.0,3.0,18.0,18.0,29.0,6.0
2006-08-09,5.0,6.0,68.0,7.0,11.0,6.0,7.0,13.0,17.0,25.0,35.0,6.0,,13.0,7.0,11.0,19.0,26.0,36.0,1.0
2006-08-10,4.0,11.0,83.0,5.0,11.0,2.0,4.0,17.0,13.0,15.0,28.0,1.0,1.0,10.0,4.0,6.0,19.0,26.0,30.0,1.0
2006-08-11,,10.0,69.0,2.0,14.0,3.0,5.0,16.0,14.0,17.0,23.0,2.0,2.0,15.0,4.0,10.0,22.0,27.0,28.0,1.0
2006-08-12,6.0,15.0,63.0,4.0,14.0,12.0,2.0,9.0,8.0,7.0,28.0,1.0,,13.0,12.0,6.0,18.0,18.0,40.0,1.0
2006-08-13,8.0,7.0,63.0,2.0,7.0,2.0,4.0,4.0,14.0,8.0,21.0,,,13.0,5.0,10.0,23.0,18.0,34.0,
2006-08-14,4.0,9.0,60.0,4.0,12.0,2.0,,17.0,7.0,12.0,25.0,1.0,2.0,18.0,5.0,2.0,26.0,29.0,37.0,1.0
2006-08-15,3.0,14.0,73.0,4.0,11.0,2.0,5.0,15.0,12.0,20.0,37.0,,2.0,22.0,10.0,4.0,19.0,28.0,27.0,
2006-08-16,8.0,8.0,100.0,1.0,19.0,2.0,3.0,17.0,9.0,21.0,28.0,2.0,1.0,24.0,6.0,3.0,28.0,34.0,40.0,3.0
2006-08-17,3.0,13.0,97.0,5.0,20.0,1.0,3.0,19.0,10.0,12.0,31.0,3.0,4.0,9.0,9.0,2.0,21.0,37.0,27.0,2.0
2006-08-18,3.0,7.0,65.0,,15.0,7.0,3.0,12.0,14.0,17.0,32.0,1.0,,17.0,1.0,6.0,18.0,37.0,24.0,
2006-08-19,7.0,12.0,70.0,5.0,12.0,5.0,5.0,6.0,20.0,17.0,31.0,2.0,,13.0,8.0,6.0,18.0,25.0,27.0,4.0
2006-08-20,7.0,13.0,54.0,2.0,6.0,10.0,1.0,4.0,7.0,8.0,28.0,2.0,3.0,4.0,5.0,5.0,23.0,20.0,44.0,
2006-08-21,5.0,7.0,49.0,6.0,17.0,7.0,4.0,15.0,26.0,7.0,30.0,2.0,1.0,14.0,11.0,9.0,29.0,24.0,26.0,5.0
2006-08-22,5.0,9.0,53.0,2.0,11.0,3.0,,14.0,9.0,17.0,24.0,1.0,1.0,21.0,5.0,4.0,23.0,23.0,41.0,3.0
2006-08-23,3.0,11.0,66.0,1.0,10.0,4.0,5.0,8.0,10.0,10.0,20.0,2.0,,8.0,9.0,5.0,20.0,41.0,36.0,3.0
2006-08-24,4.0,5.0,57.0,4.0,8.0,6.0,,15.0,8.0,14.0,33.0,,1.0,9.0,6.0,5.0,28.0,31.0,26.0,1.0
2006-08-25,7.0,7.0,63.0,2.0,24.0,9.0,6.0,17.0,11.0,6.0,27.0,7.0,,17.0,3.0,3.0,18.0,24.0,30.0,3.0
2006-08-26,5.0,10.0,37.0,4.0,12.0,7.0,1.0,6.0,16.0,14.0,29.0,,1.0,12.0,9.0,6.0,24.0,26.0,22.0,
2006-08-27,2.0,16.0,53.0,3.0,16.0,5.0,6.0,8.0,15.0,7.0,18.0,,3.0,8.0,12.0,3.0,23.0,15.0,30.0,3.0
2006-08-28,3.0,12.0,40.0,4.0,11.0,1.0,4.0,11.0,13.0,3.0,21.0,3.0,1.0,14.0,7.0,4.0,36.0,32.0,24.0,2.0
2006-08-29,4.0,13.0,65.0,4.0,11.0,4.0,3.0,11.0,18.0,17.0,26.0,2.0,,19.0,10.0,7.0,27.0,29.0,21.0,2.0
2006-08-30,15.0,4.0,50.0,3.0,12.0,5.0,7.0,15.0,4.0,16.0,13.0,4.0,,14.0,6.0,9.0,31.0,25.0,21.0,3.0
2006-08-31,6.0,11.0,81.0,2.0,17.0,7.0,2.0,14.0,10.0,10.0,20.0,1.0,,17.0,6.0,7.0,25.0,32.0,15.0,2.0
2006-09-01,3.0,3.0,50.0,6.0,12.0,3.0,1.0,11.0,9.0,10.0,12.0,,,16.0,5.0,1.0,21.0,30.0,29.0,2.0
2006-09-02,2.0,5.0,26.0,3.0,6.0,8.0,2.0,7.0,10.0,8.0,17.0,,1.0,11.0,3.0,7.0,22.0,26.0,27.0,
2006-09-03,8.0,6.0,74.0,2.0,7.0,15.0,7.0,2.0,10.0,15.0,23.0,5.0,1.0,10.0,5.0,7.0,30.0,25.0,34.0,1.0
2006-09-04,11.0,10.0,65.0,4.0,12.0,7.0,2.0,5.0,10.0,7.0,24.0,4.0,1.0,15.0,6.0,4.0,30.0,23.0,31.0,1.0
2006-09-05,3.0,13.0,58.0,3.0,16.0,8.0,,14.0,9.0,10.0,23.0,1.0,,8.0,9.0,4.0,30.0,26.0,29.0,2.0
2006-09-06,8.0,8.0,46.0,3.0,17.0,3.0,5.0,16.0,10.0,19.0,24.0,1.0,,19.0,4.0,3.0,27.0,32.0,19.0,7.0
2006-09-07,4.0,10.0,56.0,3.0,12.0,6.0,4.0,12.0,7.0,18.0,43.0,,1.0,16.0,7.0,6.0,32.0,28.0,30.0,4.0
2006-09-08,7.0,9.0,49.0,3.0,9.0,3.0,2.0,15.0,14.0,19.0,27.0,2.0,,8.0,5.0,7.0,30.0,31.0,35.0,3.0
2006-09-09,1.0,9.0,39.0,3.0,10.0,11.0,3.0,5.0,8.0,9.0,43.0,1.0,1.0,14.0,3.0,8.0,23.0,24.0,18.0,2.0
2006-09-10,6.0,6.0,56.0,2.0,3.0,12.0,2.0,3.0,9.0,10.0,28.0,1.0,1.0,13.0,7.0,4.0,36.0,13.0,29.0,1.0
2006-09-11,7.0,8.0,25.0,3.0,9.0,4.0,,16.0,8.0,11.0,24.0,1.0,2.0,15.0,7.0,5.0,35.0,33.0,34.0,4.0
2006-09-12,4.0,6.0,46.0,3.0,10.0,6.0,,11.0,12.0,23.0,34.0,2.0,,18.0,3.0,5.0,28.0,32.0,17.0,4.0
2006-09-13,7.0,8.0,34.0,4.0,12.0,2.0,2.0,17.0,2.0,17.0,26.0,3.0,3.0,11.0,6.0,7.0,24.0,19.0,23.0,4.0
2006-09-14,3.0,7.0,34.0,4.0,11.0,3.0,1.0,6.0,7.0,10.0,23.0,1.0,3.0,10.0,7.0,6.0,24.0,33.0,20.0,
2006-09-15,5.0,11.0,24.0,2.0,15.0,5.0,7.0,12.0,8.0,10.0,34.0,7.0,1.0,21.0,9.0,10.0,27.0,30.0,18.0,3.0
2006-09-16,6.0,13.0,78.0,4.0,15.0,11.0,4.0,3.0,9.0,10.0,34.0,1.0,1.0,17.0,9.0,4.0,27.0,26.0,35.0,
2006-09-17,10.0,14.0,63.0,3.0,7.0,6.0,4.0,5.0,10.0,8.0,31.0,3.0,,10.0,7.0,6.0,36.0,22.0,46.0,2.0
2006-09-18,2.0,8.0,32.0,3.0,14.0,4.0,4.0,15.0,9.0,8.0,38.0,4.0,2.0,10.0,5.0,5.0,18.0,22.0,42.0,1.0
2006-09-19,3.0,4.0,40.0,7.0,15.0,2.0,4.0,13.0,14.0,18.0,35.0,1.0,1.0,12.0,5.0,4.0,27.0,31.0,37.0,3.0
2006-09-20,2.0,11.0,46.0,3.0,14.0,3.0,5.0,19.0,9.0,19.0,35.0,5.0,,6.0,6.0,5.0,21.0,34.0,30.0,4.0
2006-09-21,5.0,19.0,56.0,4.0,14.0,1.0,7.0,12.0,8.0,9.0,35.0,,,18.0,3.0,8.0,24.0,26.0,35.0,4.0
2006-09-22,10.0,10.0,26.0,1.0,13.0,5.0,2.0,19.0,11.0,12.0,32.0,,1.0,12.0,8.0,5.0,20.0,32.0,30.0,2.0
2006-09-23,5.0,11.0,42.0,7.0,7.0,10.0,6.0,5.0,9.0,14.0,29.0,3.0,,10.0,4.0,7.0,18.0,30.0,28.0,
2006-09-24,6.0,9.0,54.0,5.0,6.0,8.0,3.0,3.0,13.0,7.0,36.0,2.0,,10.0,4.0,8.0,32.0,22.0,32.0,1.0
2006-09-25,1.0,14.0,47.0,4.0,18.0,1.0,8.0,12.0,9.0,8.0,23.0,3.0,1.0,5.0,3.0,7.0,31.0,41.0,32.0,2.0
2006-09-26,9.0,6.0,61.0,1.0,14.0,1.0,2.0,12.0,10.0,18.0,33.0,1.0,2.0,14.0,5.0,9.0,33.0,22.0,35.0,6.0
2006-09-27,3.0,16.0,27.0,1.0,17.0,3.0,6.0,8.0,9.0,17.0,32.0,1.0,4.0,16.0,9.0,8.0,29.0,23.0,25.0,8.0
2006-09-28,5.0,14.0,35.0,1.0,17.0,6.0,3.0,12.0,4.0,9.0,34.0,2.0,2.0,17.0,8.0,6.0,34.0,36.0,31.0,5.0
2006-09-29,3.0,11.0,49.0,3.0,17.0,10.0,6.0,15.0,7.0,18.0,42.0,3.0,,11.0,1.0,5.0,28.0,25.0,29.0,3.0
2006-09-30,3.0,8.0,46.0,2.0,17.0,9.0,8.0,14.0,11.0,9.0,34.0,,1.0,9.0,8.0,5.0,24.0,22.0,32.0,3.0
2006-10-01,12.0,7.0,58.0,1.0,12.0,5.0,4.0,4.0,12.0,6.0,41.0,2.0,1.0,5.0,6.0,4.0,20.0,26.0,42.0,3.0
2006-10-02,5.0,5.0,59.0,4.0,17.0,1.0,3.0,12.0,10.0,12.0,29.0,2.0,,11.0,6.0,8.0,33.0,31.0,35.0,1.0
2006-10-03,5.0,11.0,29.0,3.0,10.0,3.0,3.0,16.0,8.0,20.0,28.0,1.0,,7.0,3.0,5.0,28.0,22.0,26.0,5.0
2006-10-04,8.0,4.0,51.0,1.0,17.0,4.0,4.0,7.0,7.0,18.0,37.0,3.0,1.0,12.0,8.0,10.0,20.0,29.0,21.0,4.0
2006-10-05,9.0,7.0,48.0,2.0,9.0,5.0,10.0,17.0,10.0,15.0,31.0,3.0,,11.0,8.0,3.0,21.0,34.0,36.0,3.0
2006-10-06,3.0,9.0,38.0,3.0,11.0,7.0,,8.0,7.0,12.0,41.0,1.0,4.0,8.0,9.0,10.0,29.0,34.0,20.0,2.0
2006-10-07,8.0,7.0,54.0,3.0,16.0,9.0,3.0,9.0,4.0,12.0,25.0,,,8.0,11.0,12.0,27.0,21.0,29.0,6.0
2006-10-08,7.0,14.0,84.0,3.0,7.0,8.0,3.0,3.0,11.0,3.0,25.0,,2.0,10.0,8.0,7.0,25.0,29.0,37.0,2.0
2006-10-09,2.0,8.0,93.0,3.0,9.0,5.0,1.0,10.0,12.0,11.0,31.0,3.0,2.0,13.0,7.0,2.0,27.0,20.0,38.0,2.0
2006-10-10,7.0,5.0,37.0,3.0,16.0,2.0,7.0,16.0,8.0,16.0,40.0,,1.0,16.0,9.0,5.0,26.0,34.0,27.0,7.0
2006-10-11,5.0,9.0,46.0,2.0,15.0,3.0,7.0,9.0,10.0,22.0,18.0,,,9.0,8.0,7.0,38.0,17.0,23.0,5.0
2006-10-12,5.0,12.0,48.0,1.0,12.0,8.0,4.0,13.0,8.0,15.0,39.0,3.0,1.0,20.0,6.0,9.0,27.0,38.0,18.0,3.0
2006-10-13,2.0,9.0,26.0,,4.0,4.0,,11.0,9.0,16.0,34.0,1.0,,8.0,12.0,7.0,29.0,28.0,37.0,4.0
2006-10-14,3.0,5.0,28.0,1.0,13.0,7.0,3.0,11.0,10.0,11.0,30.0,1.0,2.0,9.0,10.0,9.0,28.0,28.0,43.0,
2006-10-15,7.0,7.0,36.0,3.0,13.0,14.0,5.0,2.0,6.0,13.0,25.0,1.0,1.0,9.0,9.0,9.0,26.0,17.0,34.0,3.0
2006-10-16,5.0,7.0,24.0,6.0,11.0,6.0,2.0,10.0,7.0,11.0,34.0,1.0,1.0,12.0,9.0,3.0,20.0,28.0,24.0,3.0
2006-10-17,2.0,5.0,62.0,1.0,11.0,2.0,2.0,11.0,12.0,14.0,37.0,2.0,1.0,16.0,5.0,9.0,33.0,20.0,25.0,1.0
2006-10-18,7.0,1.0,64.0,7.0,8.0,5.0,8.0,18.0,9.0,15.0,40.0,4.0,7.0,14.0,8.0,3.0,28.0,36.0,23.0,3.0
2006-10-19,3.0,5.0,50.0,1.0,14.0,6.0,6.0,11.0,5.0,14.0,35.0,2.0,3.0,14.0,7.0,10.0,23.0,29.0,27.0,1.0
2006-10-20,6.0,9.0,25.0,1.0,13.0,8.0,2.0,10.0,7.0,13.0,38.0,1.0,1.0,13.0,8.0,5.0,37.0,29.0,29.0,5.0
2006-10-21,4.0,3.0,34.0,,13.0,15.0,4.0,12.0,12.0,16.0,24.0,1.0,,14.0,5.0,9.0,33.0,19.0,30.0,2.0
2006-10-22,3.0,20.0,85.0,2.0,9.0,3.0,2.0,2.0,6.0,7.0,23.0,,,11.0,10.0,8.0,28.0,23.0,36.0,3.0
2006-10-23,6.0,11.0,39.0,4.0,19.0,5.0,4.0,10.0,12.0,15.0,29.0,,,14.0,13.0,7.0,30.0,33.0,31.0,3.0
2006-10-24,4.0,7.0,52.0,3.0,9.0,1.0,2.0,14.0,9.0,13.0,34.0,6.0,1.0,13.0,10.0,3.0,34.0,26.0,32.0,7.0
2006-10-25,5.0,6.0,63.0,3.0,12.0,5.0,3.0,14.0,10.0,20.0,31.0,4.0,1.0,11.0,6.0,10.0,28.0,30.0,22.0,3.0
2006-10-26,3.0,,60.0,1.0,8.0,7.0,5.0,13.0,6.0,25.0,30.0,5.0,3.0,12.0,8.0,5.0,44.0,25.0,30.0,4.0
2006-10-27,1.0,4.0,45.0,,20.0,7.0,4.0,16.0,20.0,17.0,25.0,1.0,2.0,10.0,9.0,3.0,25.0,27.0,31.0,1.0
2006-10-28,4.0,13.0,28.0,3.0,12.0,12.0,5.0,5.0,13.0,7.0,29.0,1.0,2.0,17.0,4.0,9.0,43.0,30.0,30.0,2.0
2006-10-29,3.0,8.0,49.0,1.0,11.0,11.0,8.0,3.0,16.0,7.0,27.0,1.0,2.0,8.0,6.0,9.0,34.0,15.0,41.0,
2006-10-30,2.0,10.0,73.0,4.0,26.0,1.0,12.0,16.0,13.0,13.0,49.0,3.0,1.0,16.0,7.0,8.0,31.0,28.0,54.0,8.0
2006-10-31,4.0,20.0,38.0,4.0,21.0,8.0,10.0,15.0,3.0,14.0,46.0,1.0,1.0,15.0,7.0,4.0,32.0,27.0,44.0,7.0
2006-11-01,5.0,12.0,53.0,1.0,23.0,1.0,3.0,11.0,4.0,27.0,35.0,3.0,3.0,21.0,6.0,8.0,23.0,19.0,43.0,2.0
2006-11-02,3.0,9.0,30.0,5.0,15.0,3.0,9.0,18.0,12.0,17.0,26.0,4.0,,15.0,7.0,11.0,34.0,26.0,44.0,2.0
2006-11-03,6.0,10.0,28.0,1.0,11.0,4.0,6.0,11.0,5.0,7.0,28.0,1.0,,6.0,7.0,5.0,19.0,21.0,24.0,2.0
2006-11-04,2.0,8.0,43.0,2.0,9.0,6.0,4.0,13.0,6.0,13.0,31.0,4.0,,12.0,3.0,4.0,16.0,24.0,34.0,2.0
2006-11-05,2.0,11.0,37.0,1.0,10.0,5.0,3.0,5.0,7.0,12.0,14.0,1.0,1.0,3.0,7.0,6.0,26.0,14.0,43.0,2.0
2006-11-06,2.0,8.0,38.0,2.0,17.0,4.0,3.0,12.0,12.0,8.0,27.0,4.0,2.0,19.0,10.0,11.0,26.0,25.0,40.0,2.0
