Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Rape,Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vandalism/Criminal Mischief,Weapon Violations
2012-06-17,2.0,10.0,66.0,3.0,6.0,8.0,4.0,3.0,2.0,9.0,26.0,,,11.0,3.0,1.0,18.0,26.0,22.0,2.0
2012-06-18,2.0,9.0,57.0,4.0,18.0,6.0,7.0,13.0,5.0,8.0,35.0,3.0,,8.0,3.0,6.0,21.0,32.0,22.0,
2012-06-19,7.0,8.0,52.0,2.0,14.0,2.0,8.0,20.0,4.0,19.0,20.0,4.0,2.0,7.0,8.0,6.0,20.0,32.0,30.0,4.0
2012-06-20,3.0,9.0,80.0,4.0,8.0,4.0,1.0,19.0,1.0,11.0,18.0,2.0,2.0,5.0,2.0,6.0,15.0,27.0,23.0,3.0
2012-06-21,1.0,10.0,62.0,2.0,8.0,2.0,,13.0,1.0,11.0,22.0,3.0,,13.0,2.0,6.0,16.0,28.0,21.0,1.0
2012-06-22,2.0,13.0,88.0,5.0,11.0,3.0,3.0,14.0,2.0,15.0,28.0,1.0,,8.0,8.0,7.0,15.0,35.0,17.0,
2012-06-23,6.0,13.0,84.0,6.0,12.0,4.0,7.0,4.0,4.0,5.0,30.0,1.0,1.0,9.0,4.0,1.0,15.0,28.0,17.0,1.0
2012-06-24,7.0,10.0,64.0,,9.0,,9.0,3.0,2.0,7.0,30.0,,1.0,8.0,2.0,6.0,11.0,24.0,21.0,2.0
2012-06-25,2.0,10.0,59.0,5.0,13.0,1.0,10.0,16.0,2.0,7.0,24.0,2.0,1.0,8.0,2.0,5.0,13.0,38.0,26.0,
2012-06-26,3.0,7.0,78.0,1.0,26.0,1.0,6.0,16.0,2.0,19.0,33.0,5.0,1.0,3.0,7.0,7.0,18.0,30.0,20.0,3.0
2012-06-27,14.0,1.0,63.0,2.0,12.0,4.0,2.0,21.0,5.0,23.0,25.0,2.0,4.0,17.0,6.0,4.0,17.0,30.0,26.0,1.0
2012-06-28,5.0,6.0,88.0,4.0,9.0,3.0,3.0,9.0,3.0,13.0,28.0,3.0,,10.0,1.0,4.0,12.0,26.0,22.0,
2012-06-29,1.0,12.0,63.0,5.0,15.0,8.0,7.0,9.0,2.0,34.0,29.0,2.0,1.0,9.0,3.0,7.0,13.0,39.0,21.0,4.0
2012-06-30,3.0,11.0,46.0,5.0,10.0,5.0,2.0,5.0,3.0,14.0,20.0,1.0,2.0,10.0,1.0,2.0,16.0,20.0,22.0,1.0
2012-07-01,2.0,10.0,61.0,3.0,20.0,6.0,2.0,4.0,1.0,4.0,25.0,,2.0,6.0,5.0,5.0,7.0,21.0,18.0,1.0
2012-07-02,4.0,8.0,64.0,5.0,14.0,4.0,2.0,21.0,2.0,10.0,29.0,1.0,1.0,11.0,2.0,6.0,17.0,28.0,27.0,1.0
2012-07-03,3.0,15.0,81.0,1.0,6.0,1.0,6.0,20.0,2.0,24.0,33.0,3.0,,12.0,2.0,6.0,15.0,37.0,16.0,4.0
2012-07-04,7.0,12.0,28.0,1.0,10.0,4.0,9.0,7.0,2.0,3.0,25.0,1.0,,12.0,1.0,1.0,7.0,23.0,26.0,1.0
2012-07-05,6.0,15.0,71.0,2.0,16.0,4.0,10.0,12.0,3.0,24.0,31.0,5.0,3.0,8.0,3.0,2.0,12.0,26.0,24.0,
2012-07-06,,11.0,77.0,1.0,14.0,2.0,12.0,13.0,4.0,19.0,37.0,,1.0,8.0,4.0,5.0,14.0,21.0,19.0,3.0
2012-07-07,3.0,9.0,68.0,2.0,5.0,10.0,6.0,7.0,5.0,10.0,37.0,,1.0,11.0,2.0,1.0,12.0,21.0,24.0,1.0
2012-07-08,3.0,9.0,54.0,,8.0,4.0,4.0,5.0,,7.0,28.0,2.0,2.0,19.0,3.0,2.0,12.0,21.0,20.0,2.0
2012-07-09,4.0,14.0,61.0,3.0,15.0,5.0,4.0,13.0,3.0,6.0,28.0,2.0,1.0,6.0,9.0,4.0,13.0,32.0,23.0,
2012-07-10,4.0,8.0,70.0,1.0,17.0,4.0,3.0,16.0,2.0,19.0,30.0,,1.0,8.0,4.0,6.0,18.0,27.0,23.0,3.0
2012-07-11,5.0,8.0,74.0,8.0,10.0,4.0,5.0,18.0,3.0,15.0,30.0,,2.0,4.0,7.0,4.0,12.0,34.0,15.0,3.0
2012-07-12,8.0,8.0,44.0,1.0,12.0,2.0,5.0,14.0,4.0,11.0,21.0,2.0,2.0,8.0,2.0,4.0,11.0,24.0,13.0,1.0
2012-07-13,7.0,10.0,53.0,3.0,14.0,4.0,5.0,20.0,6.0,12.0,27.0,3.0,3.0,10.0,1.0,4.0,16.0,26.0,19.0,3.0
2012-07-14,2.0,4.0,75.0,2.0,15.0,7.0,6.0,8.0,4.0,6.0,25.0,,,9.0,3.0,3.0,14.0,18.0,12.0,1.0
2012-07-15,1.0,9.0,42.0,,5.0,2.0,,4.0,5.0,4.0,39.0,2.0,,11.0,2.0,3.0,16.0,22.0,20.0,1.0
2012-07-16,3.0,11.0,51.0,6.0,7.0,1.0,,14.0,4.0,8.0,25.0,2.0,2.0,15.0,3.0,6.0,15.0,33.0,19.0,1.0
2012-07-17,1.0,7.0,83.0,2.0,15.0,2.0,5.0,4.0,4.0,18.0,26.0,3.0,2.0,5.0,4.0,,17.0,29.0,20.0,
2012-07-18,2.0,6.0,73.0,2.0,10.0,5.0,2.0,17.0,1.0,21.0,26.0,4.0,3.0,13.0,6.0,8.0,10.0,30.0,22.0,2.0
2012-07-19,5.0,9.0,63.0,1.0,14.0,3.0,8.0,12.0,2.0,21.0,23.0,2.0,2.0,11.0,5.0,5.0,8.0,28.0,21.0,3.0
2012-07-20,10.0,8.0,40.0,3.0,12.0,9.0,2.0,11.0,2.0,14.0,27.0,6.0,,13.0,4.0,8.0,10.0,32.0,15.0,2.0
2012-07-21,5.0,6.0,48.0,2.0,12.0,10.0,5.0,9.0,2.0,14.0,31.0,3.0,3.0,3.0,6.0,4.0,11.0,25.0,12.0,2.0
2012-07-22,10.0,8.0,54.0,3.0,6.0,2.0,1.0,7.0,1.0,11.0,32.0,2.0,,4.0,5.0,6.0,13.0,25.0,24.0,1.0
2012-07-23,,6.0,67.0,3.0,27.0,3.0,7.0,17.0,3.0,12.0,39.0,2.0,1.0,5.0,5.0,4.0,12.0,33.0,17.0,
2012-07-24,4.0,8.0,45.0,2.0,10.0,6.0,1.0,18.0,3.0,11.0,40.0,3.0,3.0,9.0,5.0,7.0,13.0,24.0,17.0,2.0
2012-07-25,3.0,12.0,48.0,1.0,20.0,3.0,2.0,8.0,1.0,18.0,14.0,3.0,3.0,8.0,3.0,5.0,8.0,40.0,20.0,2.0
2012-07-26,3.0,9.0,39.0,5.0,12.0,3.0,3.0,12.0,2.0,10.0,21.0,1.0,2.0,12.0,2.0,5.0,17.0,24.0,16.0,
2012-07-27,1.0,8.0,37.0,1.0,8.0,1.0,4.0,14.0,4.0,11.0,26.0,6.0,1.0,8.0,5.0,6.0,21.0,31.0,19.0,
2012-07-28,1.0,9.0,60.0,,11.0,4.0,1.0,4.0,,8.0,32.0,1.0,1.0,7.0,5.0,10.0,12.0,22.0,30.0,3.0
2012-07-29,1.0,10.0,46.0,2.0,15.0,,5.0,6.0,2.0,2.0,31.0,,,12.0,7.0,9.0,24.0,22.0,27.0,
2012-07-30,5.0,6.0,52.0,1.0,13.0,2.0,4.0,15.0,,9.0,29.0,3.0,1.0,6.0,6.0,5.0,17.0,35.0,20.0,3.0
2012-07-31,5.0,10.0,86.0,2.0,17.0,4.0,3.0,13.0,2.0,15.0,34.0,1.0,1.0,8.0,6.0,8.0,14.0,39.0,21.0,2.0
2012-08-01,6.0,13.0,66.0,,10.0,2.0,2.0,11.0,4.0,15.0,34.0,1.0,3.0,11.0,2.0,4.0,10.0,35.0,17.0,1.0
2012-08-02,7.0,9.0,50.0,2.0,14.0,3.0,3.0,9.0,1.0,13.0,29.0,2.0,,11.0,4.0,5.0,10.0,35.0,22.0,3.0
2012-08-03,2.0,10.0,43.0,,8.0,6.0,1.0,19.0,6.0,10.0,31.0,3.0,2.0,7.0,5.0,7.0,14.0,22.0,16.0,3.0
2012-08-04,3.0,10.0,55.0,,7.0,7.0,4.0,5.0,4.0,16.0,20.0,,1.0,7.0,2.0,5.0,10.0,17.0,17.0,1.0
2012-08-05,4.0,7.0,69.0,2.0,7.0,2.0,3.0,5.0,1.0,5.0,25.0,4.0,1.0,10.0,5.0,5.0,16.0,14.0,23.0,3.0
2012-08-06,1.0,7.0,60.0,1.0,11.0,2.0,1.0,9.0,4.0,13.0,30.0,1.0,,11.0,4.0,4.0,18.0,31.0,17.0,1.0
2012-08-07,3.0,8.0,60.0,2.0,12.0,3.0,7.0,15.0,2.0,20.0,33.0,2.0,2.0,7.0,1.0,4.0,14.0,34.0,20.0,1.0
2012-08-08,8.0,10.0,55.0,2.0,17.0,2.0,,15.0,3.0,21.0,27.0,2.0,4.0,4.0,3.0,4.0,14.0,25.0,15.0,1.0
2012-08-09,,5.0,38.0,4.0,14.0,1.0,11.0,23.0,2.0,10.0,28.0,,2.0,8.0,2.0,7.0,16.0,34.0,18.0,3.0
2012-08-10,2.0,6.0,61.0,,6.0,2.0,5.0,6.0,2.0,17.0,28.0,2.0,,15.0,3.0,6.0,20.0,22.0,10.0,2.0
2012-08-11,3.0,7.0,51.0,2.0,12.0,9.0,8.0,4.0,5.0,18.0,21.0,,,8.0,5.0,4.0,11.0,27.0,16.0,
2012-08-12,5.0,5.0,88.0,2.0,17.0,5.0,3.0,5.0,2.0,10.0,15.0,,1.0,8.0,1.0,4.0,13.0,20.0,23.0,1.0
2012-08-13,2.0,5.0,81.0,5.0,20.0,3.0,7.0,16.0,3.0,8.0,30.0,7.0,2.0,10.0,5.0,5.0,18.0,32.0,23.0,
2012-08-14,3.0,3.0,61.0,2.0,21.0,2.0,1.0,14.0,,13.0,24.0,3.0,2.0,4.0,2.0,7.0,11.0,30.0,14.0,1.0
2012-08-15,3.0,11.0,68.0,1.0,19.0,3.0,3.0,12.0,2.0,17.0,15.0,2.0,,11.0,5.0,2.0,10.0,31.0,21.0,1.0
2012-08-16,8.0,7.0,67.0,,18.0,1.0,9.0,10.0,3.0,10.0,19.0,1.0,,11.0,4.0,4.0,16.0,30.0,23.0,2.0
2012-08-17,1.0,9.0,52.0,2.0,16.0,6.0,6.0,9.0,4.0,16.0,31.0,3.0,1.0,8.0,6.0,8.0,14.0,36.0,22.0,5.0
2012-08-18,4.0,11.0,67.0,5.0,19.0,6.0,3.0,8.0,3.0,15.0,26.0,1.0,,11.0,4.0,6.0,20.0,29.0,20.0,1.0
2012-08-19,2.0,6.0,67.0,1.0,13.0,11.0,5.0,2.0,2.0,7.0,25.0,,1.0,8.0,5.0,8.0,21.0,20.0,24.0,1.0
2012-08-20,1.0,4.0,49.0,2.0,13.0,3.0,2.0,15.0,1.0,12.0,28.0,,1.0,9.0,7.0,6.0,18.0,30.0,27.0,
2012-08-21,5.0,4.0,38.0,2.0,14.0,,4.0,21.0,5.0,14.0,34.0,11.0,,13.0,2.0,4.0,21.0,27.0,15.0,
2012-08-22,2.0,8.0,59.0,1.0,12.0,4.0,6.0,6.0,3.0,17.0,30.0,1.0,1.0,15.0,5.0,3.0,13.0,35.0,18.0,1.0
2012-08-23,10.0,8.0,41.0,2.0,10.0,5.0,3.0,17.0,,13.0,38.0,1.0,,4.0,4.0,4.0,17.0,40.0,24.0,4.0
2012-08-24,4.0,8.0,59.0,3.0,17.0,4.0,6.0,16.0,2.0,5.0,26.0,1.0,2.0,7.0,4.0,6.0,18.0,37.0,21.0,1.0
2012-08-25,4.0,4.0,89.0,2.0,9.0,9.0,6.0,7.0,2.0,16.0,26.0,2.0,2.0,9.0,3.0,6.0,11.0,17.0,13.0,1.0
2012-08-26,4.0,7.0,54.0,2.0,14.0,9.0,10.0,2.0,4.0,7.0,33.0,,2.0,11.0,2.0,7.0,9.0,19.0,19.0,3.0
2012-08-27,1.0,9.0,37.0,1.0,24.0,3.0,11.0,15.0,2.0,7.0,25.0,4.0,,3.0,5.0,6.0,8.0,18.0,23.0,1.0
2012-08-28,4.0,16.0,63.0,3.0,13.0,7.0,5.0,12.0,4.0,29.0,25.0,3.0,,9.0,5.0,5.0,13.0,32.0,13.0,1.0
2012-08-29,1.0,8.0,70.0,3.0,10.0,3.0,6.0,10.0,1.0,17.0,25.0,,2.0,7.0,4.0,2.0,20.0,38.0,20.0,
2012-08-30,,6.0,42.0,,19.0,3.0,3.0,13.0,1.0,18.0,28.0,2.0,2.0,6.0,4.0,2.0,13.0,39.0,16.0,1.0
2012-08-31,4.0,8.0,67.0,1.0,15.0,3.0,2.0,11.0,5.0,21.0,31.0,,1.0,7.0,5.0,7.0,9.0,31.0,23.0,3.0
2012-09-01,1.0,8.0,70.0,1.0,13.0,9.0,6.0,3.0,2.0,14.0,26.0,3.0,,8.0,4.0,2.0,10.0,28.0,23.0,
2012-09-02,4.0,7.0,37.0,2.0,14.0,7.0,6.0,3.0,1.0,6.0,25.0,,4.0,3.0,4.0,7.0,10.0,39.0,22.0,2.0
2012-09-03,1.0,6.0,39.0,1.0,12.0,6.0,2.0,6.0,,9.0,24.0,2.0,2.0,4.0,4.0,4.0,14.0,23.0,14.0,2.0
2012-09-04,1.0,5.0,60.0,3.0,13.0,4.0,1.0,18.0,5.0,14.0,24.0,3.0,1.0,10.0,3.0,5.0,18.0,35.0,25.0,1.0
2012-09-05,4.0,13.0,58.0,,21.0,2.0,1.0,11.0,3.0,17.0,21.0,1.0,2.0,10.0,4.0,4.0,25.0,37.0,15.0,2.0
2012-09-06,3.0,5.0,53.0,,12.0,7.0,3.0,22.0,2.0,13.0,26.0,1.0,,15.0,3.0,4.0,16.0,36.0,16.0,
2012-09-07,4.0,12.0,60.0,1.0,10.0,5.0,4.0,15.0,2.0,21.0,23.0,1.0,1.0,10.0,4.0,9.0,11.0,38.0,25.0,4.0
2012-09-08,3.0,12.0,51.0,,12.0,15.0,7.0,8.0,2.0,11.0,29.0,,3.0,10.0,4.0,3.0,5.0,27.0,19.0,
2012-09-09,2.0,8.0,51.0,2.0,12.0,10.0,2.0,5.0,2.0,6.0,32.0,2.0,,8.0,3.0,7.0,13.0,22.0,31.0,1.0
2012-09-10,2.0,1.0,52.0,,22.0,1.0,1.0,18.0,3.0,12.0,28.0,2.0,5.0,10.0,3.0,4.0,12.0,35.0,21.0,1.0
2012-09-11,,8.0,43.0,2.0,18.0,4.0,5.0,14.0,3.0,23.0,29.0,3.0,3.0,6.0,4.0,3.0,13.0,19.0,22.0,3.0
2012-09-12,3.0,8.0,46.0,1.0,14.0,6.0,1.0,16.0,,16.0,27.0,2.0,,9.0,5.0,6.0,8.0,45.0,21.0,1.0
2012-09-13,1.0,12.0,43.0,,17.0,4.0,9.0,14.0,3.0,6.0,32.0,4.0,1.0,12.0,7.0,4.0,14.0,32.0,18.0,1.0
2012-09-14,5.0,5.0,41.0,,13.0,14.0,3.0,10.0,3.0,20.0,34.0,2.0,3.0,5.0,2.0,3.0,17.0,32.0,19.0,1.0
2012-09-15,1.0,8.0,53.0,3.0,10.0,12.0,4.0,4.0,1.0,8.0,22.0,,1.0,10.0,3.0,4.0,13.0,36.0,11.0,4.0
2012-09-16,2.0,4.0,79.0,,9.0,8.0,3.0,2.0,3.0,8.0,20.0,,,5.0,7.0,6.0,20.0,29.0,11.0,
2012-09-17,2.0,3.0,51.0,5.0,14.0,4.0,2.0,17.0,1.0,9.0,26.0,1.0,1.0,8.0,5.0,2.0,13.0,36.0,21.0,1.0
2012-09-18,3.0,6.0,35.0,,11.0,3.0,3.0,17.0,2.0,12.0,18.0,1.0,1.0,5.0,13.0,9.0,11.0,37.0,15.0,1.0
2012-09-19,3.0,5.0,40.0,,20.0,6.0,8.0,14.0,3.0,17.0,39.0,3.0,1.0,11.0,8.0,4.0,13.0,30.0,24.0,4.0
2012-09-20,1.0,5.0,66.0,,9.0,3.0,4.0,17.0,1.0,14.0,24.0,1.0,,8.0,6.0,8.0,13.0,29.0,13.0,1.0
2012-09-21,3.0,7.0,78.0,,14.0,14.0,5.0,20.0,3.0,28.0,33.0,2.0,,7.0,6.0,2.0,11.0,34.0,26.0,4.0
2012-09-22,1.0,8.0,84.0,,14.0,9.0,2.0,9.0,2.0,9.0,24.0,1.0,,6.0,4.0,6.0,10.0,28.0,16.0,3.0
2012-09-23,1.0,7.0,46.0,1.0,7.0,7.0,5.0,6.0,2.0,12.0,34.0,,2.0,7.0,5.0,5.0,19.0,21.0,22.0,2.0
2012-09-24,3.0,10.0,27.0,1.0,17.0,8.0,5.0,19.0,2.0,11.0,16.0,,,5.0,2.0,2.0,22.0,40.0,12.0,3.0
2012-09-25,5.0,6.0,46.0,2.0,20.0,3.0,4.0,11.0,3.0,19.0,39.0,2.0,,8.0,3.0,6.0,20.0,31.0,16.0,3.0
2012-09-26,2.0,9.0,48.0,,8.0,5.0,4.0,13.0,3.0,12.0,28.0,2.0,1.0,6.0,10.0,6.0,14.0,37.0,18.0,1.0
2012-09-27,3.0,7.0,50.0,2.0,12.0,6.0,7.0,19.0,1.0,15.0,34.0,1.0,1.0,9.0,3.0,4.0,14.0,38.0,15.0,3.0
2012-09-28,2.0,7.0,36.0,2.0,13.0,3.0,5.0,20.0,2.0,20.0,28.0,2.0,,8.0,8.0,8.0,12.0,38.0,13.0,
2012-09-29,1.0,5.0,72.0,3.0,7.0,6.0,8.0,7.0,4.0,18.0,31.0,,,5.0,2.0,3.0,13.0,27.0,29.0,
2012-09-30,5.0,8.0,41.0,,13.0,8.0,2.0,4.0,,4.0,25.0,,1.0,9.0,1.0,7.0,14.0,21.0,30.0,
2012-10-01,3.0,7.0,40.0,1.0,21.0,5.0,,10.0,1.0,10.0,33.0,,1.0,10.0,7.0,4.0,12.0,31.0,21.0,3.0
2012-10-02,5.0,4.0,50.0,,11.0,2.0,4.0,16.0,6.0,20.0,21.0,1.0,,6.0,2.0,3.0,17.0,35.0,18.0,1.0
2012-10-03,10.0,3.0,48.0,,12.0,1.0,2.0,17.0,4.0,24.0,34.0,,3.0,7.0,2.0,5.0,6.0,34.0,18.0,1.0
2012-10-04,4.0,11.0,56.0,2.0,10.0,7.0,1.0,11.0,,21.0,33.0,,2.0,7.0,2.0,4.0,7.0,30.0,23.0,2.0
2012-10-05,2.0,9.0,79.0,2.0,17.0,6.0,4.0,9.0,4.0,17.0,30.0,1.0,2.0,12.0,2.0,7.0,10.0,32.0,16.0,2.0
2012-10-06,1.0,11.0,73.0,4.0,8.0,10.0,6.0,6.0,4.0,15.0,36.0,,,6.0,2.0,8.0,16.0,31.0,22.0,
2012-10-07,2.0,7.0,43.0,,17.0,9.0,9.0,3.0,2.0,5.0,27.0,,2.0,13.0,1.0,7.0,11.0,23.0,19.0,
2012-10-08,2.0,3.0,33.0,,11.0,4.0,5.0,9.0,3.0,7.0,22.0,1.0,,8.0,4.0,6.0,23.0,29.0,18.0,
2012-10-09,2.0,8.0,31.0,3.0,16.0,2.0,2.0,12.0,2.0,17.0,35.0,4.0,,5.0,4.0,,18.0,37.0,23.0,1.0
2012-10-10,2.0,8.0,50.0,,10.0,3.0,4.0,13.0,,29.0,36.0,2.0,,10.0,2.0,6.0,19.0,41.0,23.0,
2012-10-11,3.0,9.0,58.0,2.0,13.0,3.0,3.0,10.0,1.0,25.0,25.0,2.0,2.0,4.0,6.0,6.0,23.0,32.0,18.0,3.0
2012-10-12,1.0,7.0,63.0,6.0,25.0,3.0,8.0,9.0,5.0,22.0,31.0,2.0,,6.0,9.0,6.0,16.0,30.0,14.0,5.0
2012-10-13,4.0,3.0,58.0,1.0,6.0,11.0,5.0,10.0,3.0,15.0,29.0,,,8.0,6.0,4.0,15.0,35.0,14.0,2.0
2012-10-14,2.0,12.0,36.0,1.0,14.0,5.0,12.0,3.0,3.0,3.0,26.0,1.0,1.0,4.0,3.0,9.0,19.0,17.0,19.0,1.0
2012-10-15,,5.0,41.0,2.0,16.0,5.0,2.0,17.0,1.0,6.0,35.0,1.0,,14.0,7.0,8.0,24.0,23.0,23.0,4.0
2012-10-16,3.0,4.0,54.0,1.0,14.0,2.0,4.0,20.0,4.0,12.0,28.0,2.0,,11.0,4.0,3.0,20.0,32.0,18.0,3.0
2012-10-17,1.0,4.0,60.0,1.0,17.0,5.0,8.0,12.0,1.0,20.0,31.0,5.0,,14.0,4.0,3.0,17.0,33.0,20.0,2.0
2012-10-18,2.0,10.0,38.0,5.0,13.0,6.0,5.0,18.0,6.0,23.0,33.0,1.0,1.0,5.0,2.0,6.0,19.0,36.0,20.0,1.0
2012-10-19,1.0,9.0,43.0,1.0,13.0,4.0,4.0,14.0,2.0,21.0,34.0,5.0,2.0,8.0,2.0,6.0,14.0,25.0,27.0,1.0
2012-10-20,1.0,5.0,67.0,4.0,14.0,7.0,8.0,7.0,3.0,18.0,23.0,1.0,,6.0,5.0,5.0,7.0,29.0,19.0,
2012-10-21,4.0,6.0,36.0,1.0,4.0,10.0,5.0,3.0,1.0,13.0,31.0,,2.0,7.0,5.0,4.0,17.0,24.0,20.0,1.0
2012-10-22,,5.0,50.0,6.0,10.0,2.0,4.0,11.0,3.0,8.0,29.0,4.0,1.0,8.0,3.0,4.0,19.0,34.0,27.0,2.0
2012-10-23,1.0,11.0,42.0,2.0,16.0,1.0,2.0,5.0,2.0,18.0,26.0,3.0,2.0,12.0,3.0,5.0,17.0,38.0,16.0,4.0
2012-10-24,1.0,6.0,48.0,1.0,14.0,5.0,6.0,18.0,4.0,11.0,32.0,2.0,3.0,11.0,2.0,6.0,20.0,41.0,16.0,4.0
2012-10-25,5.0,5.0,65.0,,12.0,,2.0,9.0,1.0,12.0,30.0,,,2.0,6.0,3.0,17.0,45.0,23.0,2.0
2012-10-26,2.0,7.0,72.0,2.0,19.0,8.0,,11.0,,9.0,27.0,4.0,1.0,9.0,4.0,5.0,16.0,34.0,13.0,1.0
2012-10-27,5.0,13.0,89.0,1.0,13.0,5.0,1.0,8.0,1.0,26.0,29.0,1.0,,4.0,8.0,5.0,9.0,33.0,20.0,2.0
2012-10-28,3.0,11.0,53.0,,10.0,6.0,11.0,4.0,5.0,4.0,26.0,1.0,,4.0,2.0,5.0,15.0,27.0,21.0,1.0
2012-10-29,,6.0,16.0,1.0,4.0,1.0,2.0,3.0,,3.0,11.0,4.0,2.0,6.0,2.0,2.0,11.0,7.0,14.0,
2012-10-30,6.0,2.0,25.0,3.0,8.0,1.0,,5.0,4.0,12.0,20.0,,,4.0,3.0,5.0,10.0,17.0,19.0,
2012-10-31,,6.0,39.0,2.0,13.0,8.0,3.0,24.0,2.0,17.0,24.0,5.0,1.0,6.0,2.0,6.0,15.0,31.0,36.0,4.0
2012-11-01,1.0,7.0,44.0,,9.0,2.0,8.0,12.0,3.0,13.0,24.0,2.0,1.0,10.0,2.0,7.0,21.0,38.0,16.0,2.0
2012-11-02,2.0,5.0,65.0,1.0,6.0,9.0,,13.0,2.0,17.0,20.0,1.0,1.0,5.0,3.0,7.0,17.0,26.0,20.0,2.0
2012-11-03,3.0,12.0,67.0,,6.0,16.0,1.0,8.0,2.0,13.0,27.0,2.0,1.0,3.0,3.0,7.0,16.0,22.0,24.0,2.0
2012-11-04,4.0,1.0,24.0,2.0,5.0,7.0,2.0,2.0,,6.0,20.0,,1.0,5.0,7.0,4.0,14.0,16.0,23.0,1.0
2012-11-05,4.0,9.0,27.0,2.0,14.0,2.0,,23.0,,7.0,28.0,1.0,1.0,6.0,3.0,3.0,14.0,20.0,19.0,4.0
2012-11-06,3.0,6.0,16.0,1.0,13.0,4.0,1.0,12.0,3.0,14.0,15.0,,1.0,7.0,2.0,3.0,18.0,23.0,17.0,1.0
2012-11-07,2.0,8.0,16.0,2.0,17.0,3.0,3.0,12.0,,13.0,19.0,1.0,3.0,7.0,9.0,5.0,12.0,25.0,19.0,1.0
2012-11-08,,8.0,42.0,1.0,10.0,5.0,4.0,20.0,2.0,16.0,27.0,2.0,1.0,13.0,2.0,3.0,15.0,30.0,12.0,4.0
2012-11-09,7.0,8.0,29.0,6.0,12.0,3.0,4.0,21.0,3.0,14.0,22.0,2.0,1.0,11.0,6.0,1.0,8.0,28.0,11.0,4.0
2012-11-10,3.0,9.0,68.0,5.0,13.0,12.0,1.0,7.0,,12.0,28.0,,,8.0,8.0,5.0,10.0,27.0,20.0,2.0
2012-11-11,2.0,9.0,46.0,2.0,20.0,7.0,1.0,2.0,2.0,9.0,27.0,5.0,1.0,9.0,5.0,3.0,21.0,19.0,21.0,1.0
2012-11-12,4.0,5.0,26.0,1.0,18.0,4.0,6.0,14.0,1.0,5.0,22.0,,2.0,14.0,6.0,2.0,20.0,25.0,19.0,2.0
2012-11-13,2.0,5.0,25.0,1.0,10.0,,3.0,14.0,3.0,13.0,28.0,2.0,,13.0,7.0,7.0,10.0,25.0,16.0,4.0
2012-11-14,1.0,7.0,37.0,1.0,12.0,3.0,2.0,17.0,2.0,15.0,16.0,2.0,1.0,5.0,2.0,4.0,18.0,20.0,15.0,3.0
2012-11-15,2.0,5.0,28.0,3.0,12.0,3.0,5.0,11.0,2.0,8.0,20.0,,1.0,12.0,4.0,5.0,12.0,23.0,17.0,1.0
2012-11-16,,3.0,47.0,2.0,12.0,4.0,4.0,7.0,1.0,9.0,16.0,2.0,1.0,8.0,3.0,6.0,18.0,30.0,13.0,2.0
2012-11-17,3.0,3.0,63.0,,13.0,11.0,2.0,7.0,2.0,11.0,20.0,,4.0,7.0,,4.0,25.0,25.0,16.0,2.0
2012-11-18,2.0,8.0,38.0,3.0,10.0,10.0,2.0,4.0,,10.0,17.0,2.0,1.0,3.0,5.0,3.0,25.0,15.0,18.0,2.0
2012-11-19,4.0,8.0,29.0,1.0,15.0,4.0,6.0,12.0,6.0,8.0,25.0,1.0,2.0,9.0,2.0,3.0,17.0,22.0,18.0,2.0
2012-11-20,3.0,8.0,36.0,,15.0,9.0,3.0,12.0,3.0,17.0,26.0,1.0,,9.0,2.0,4.0,21.0,30.0,23.0,1.0
2012-11-21,3.0,2.0,33.0,,10.0,7.0,5.0,7.0,,17.0,21.0,1.0,,2.0,8.0,5.0,15.0,27.0,19.0,2.0
2012-11-22,4.0,3.0,5.0,3.0,8.0,2.0,2.0,2.0,,2.0,15.0,1.0,2.0,5.0,2.0,5.0,9.0,8.0,13.0,1.0
2012-11-23,,8.0,38.0,2.0,16.0,3.0,3.0,10.0,2.0,15.0,25.0,4.0,1.0,8.0,5.0,11.0,9.0,24.0,26.0,1.0
2012-11-24,,7.0,74.0,1.0,17.0,14.0,1.0,2.0,3.0,14.0,22.0,,1.0,8.0,5.0,2.0,21.0,23.0,20.0,1.0
2012-11-25,3.0,5.0,43.0,3.0,12.0,12.0,,3.0,1.0,9.0,16.0,,2.0,8.0,5.0,5.0,13.0,19.0,17.0,1.0
2012-11-26,5.0,6.0,21.0,1.0,8.0,3.0,6.0,11.0,2.0,13.0,28.0,3.0,1.0,4.0,1.0,6.0,9.0,25.0,15.0,
2012-11-27,1.0,8.0,33.0,,13.0,4.0,1.0,12.0,7.0,10.0,31.0,,1.0,10.0,2.0,6.0,18.0,31.0,17.0,1.0
2012-11-28,3.0,8.0,37.0,2.0,13.0,2.0,8.0,11.0,3.0,16.0,21.0,,2.0,10.0,2.0,7.0,11.0,28.0,23.0,2.0
