Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vandalism/Criminal Mischief,Weapon Violations
2012-02-03,4.0,17.0,74.0,27.0,28.0,11.0,12.0,33.0,10.0,30.0,57.0,1.0,,15.0,7.0,12.0,30.0,36.0,47.0,6.0
2012-02-04,11.0,15.0,94.0,3.0,21.0,20.0,9.0,16.0,14.0,24.0,40.0,1.0,3.0,12.0,4.0,8.0,29.0,35.0,28.0,2.0
2012-02-05,10.0,16.0,68.0,2.0,11.0,12.0,12.0,7.0,7.0,18.0,41.0,1.0,,9.0,2.0,3.0,24.0,27.0,40.0,5.0
2012-02-06,6.0,16.0,51.0,4.0,28.0,10.0,13.0,32.0,9.0,20.0,60.0,4.0,,15.0,9.0,2.0,34.0,44.0,29.0,1.0
2012-02-07,2.0,11.0,72.0,3.0,26.0,9.0,9.0,29.0,7.0,36.0,69.0,2.0,12.0,20.0,5.0,8.0,27.0,34.0,24.0,
2012-02-08,,8.0,45.0,1.0,23.0,7.0,8.0,17.0,16.0,29.0,63.0,5.0,6.0,13.0,5.0,8.0,19.0,42.0,30.0,3.0
2012-02-09,6.0,11.0,53.0,4.0,23.0,6.0,8.0,31.0,9.0,31.0,78.0,4.0,1.0,12.0,6.0,14.0,18.0,47.0,22.0,3.0
2012-02-10,9.0,20.0,85.0,1.0,12.0,12.0,7.0,27.0,10.0,28.0,60.0,4.0,2.0,9.0,7.0,14.0,30.0,52.0,22.0,4.0
2012-02-11,3.0,14.0,60.0,2.0,13.0,18.0,11.0,15.0,11.0,17.0,44.0,,,14.0,10.0,13.0,27.0,28.0,26.0,2.0
2012-02-12,6.0,13.0,67.0,7.0,10.0,12.0,4.0,9.0,14.0,8.0,40.0,3.0,,11.0,8.0,5.0,20.0,26.0,27.0,4.0
2012-02-13,3.0,12.0,76.0,4.0,16.0,14.0,3.0,26.0,7.0,10.0,54.0,5.0,,12.0,7.0,4.0,23.0,45.0,28.0,6.0
2012-02-14,2.0,12.0,103.0,1.0,14.0,11.0,9.0,27.0,13.0,27.0,56.0,1.0,3.0,14.0,2.0,7.0,29.0,35.0,29.0,7.0
2012-02-15,3.0,14.0,87.0,4.0,20.0,14.0,10.0,36.0,12.0,40.0,60.0,5.0,4.0,17.0,9.0,12.0,33.0,45.0,35.0,3.0
2012-02-16,1.0,17.0,73.0,2.0,13.0,10.0,5.0,26.0,10.0,28.0,57.0,5.0,,10.0,4.0,9.0,25.0,29.0,24.0,5.0
2012-02-17,11.0,11.0,77.0,2.0,19.0,11.0,15.0,25.0,12.0,31.0,59.0,4.0,1.0,12.0,5.0,6.0,31.0,35.0,27.0,3.0
2012-02-18,4.0,17.0,122.0,4.0,17.0,14.0,9.0,7.0,11.0,27.0,57.0,2.0,,13.0,6.0,3.0,28.0,40.0,38.0,3.0
2012-02-19,4.0,17.0,119.0,2.0,10.0,13.0,7.0,6.0,9.0,15.0,48.0,,,8.0,12.0,9.0,33.0,36.0,44.0,1.0
2012-02-20,4.0,11.0,96.0,1.0,14.0,1.0,15.0,6.0,8.0,19.0,47.0,1.0,9.0,13.0,6.0,10.0,38.0,34.0,34.0,1.0
2012-02-21,1.0,7.0,84.0,2.0,16.0,8.0,5.0,21.0,11.0,51.0,64.0,4.0,4.0,11.0,7.0,7.0,28.0,48.0,35.0,3.0
2012-02-22,4.0,8.0,82.0,4.0,13.0,3.0,5.0,24.0,13.0,45.0,71.0,7.0,7.0,8.0,5.0,10.0,25.0,39.0,34.0,3.0
2012-02-23,10.0,17.0,88.0,3.0,18.0,11.0,11.0,27.0,5.0,43.0,53.0,2.0,6.0,7.0,10.0,6.0,37.0,34.0,27.0,6.0
2012-02-24,5.0,14.0,65.0,6.0,20.0,13.0,16.0,18.0,11.0,43.0,53.0,3.0,5.0,10.0,5.0,13.0,44.0,43.0,31.0,1.0
2012-02-25,7.0,11.0,83.0,2.0,14.0,20.0,9.0,13.0,8.0,23.0,44.0,1.0,4.0,11.0,7.0,9.0,30.0,40.0,40.0,8.0
2012-02-26,1.0,12.0,85.0,3.0,9.0,27.0,12.0,5.0,10.0,17.0,47.0,5.0,,10.0,5.0,4.0,19.0,24.0,52.0,6.0
2012-02-27,6.0,14.0,92.0,6.0,28.0,12.0,15.0,27.0,9.0,18.0,58.0,3.0,,5.0,3.0,10.0,28.0,42.0,34.0,8.0
2012-02-28,11.0,15.0,88.0,4.0,29.0,5.0,10.0,19.0,13.0,49.0,47.0,4.0,5.0,10.0,2.0,14.0,39.0,27.0,32.0,3.0
2012-02-29,4.0,9.0,59.0,1.0,19.0,7.0,8.0,27.0,16.0,24.0,73.0,3.0,,17.0,9.0,8.0,33.0,43.0,24.0,1.0
2012-03-01,1.0,6.0,67.0,2.0,15.0,13.0,6.0,29.0,9.0,28.0,69.0,5.0,3.0,14.0,4.0,8.0,27.0,42.0,29.0,
2012-03-02,9.0,9.0,70.0,2.0,14.0,13.0,10.0,28.0,5.0,33.0,71.0,9.0,,14.0,6.0,7.0,37.0,47.0,40.0,4.0
2012-03-03,8.0,11.0,79.0,3.0,13.0,22.0,7.0,16.0,7.0,28.0,58.0,2.0,1.0,7.0,3.0,14.0,21.0,28.0,38.0,
2012-03-04,6.0,17.0,44.0,4.0,15.0,18.0,4.0,17.0,4.0,10.0,60.0,2.0,,10.0,8.0,7.0,21.0,32.0,42.0,2.0
2012-03-05,3.0,14.0,75.0,9.0,22.0,3.0,8.0,20.0,13.0,13.0,64.0,5.0,,7.0,6.0,9.0,18.0,42.0,29.0,2.0
2012-03-06,4.0,18.0,57.0,6.0,21.0,9.0,8.0,44.0,5.0,42.0,70.0,3.0,4.0,6.0,8.0,14.0,22.0,40.0,23.0,5.0
2012-03-07,2.0,17.0,75.0,2.0,12.0,12.0,12.0,33.0,10.0,27.0,51.0,2.0,4.0,13.0,4.0,9.0,31.0,55.0,33.0,3.0
2012-03-08,11.0,11.0,83.0,4.0,17.0,6.0,7.0,29.0,8.0,30.0,63.0,7.0,7.0,11.0,7.0,8.0,25.0,40.0,31.0,4.0
2012-03-09,1.0,8.0,84.0,5.0,23.0,9.0,9.0,33.0,13.0,33.0,54.0,2.0,5.0,7.0,9.0,12.0,20.0,43.0,31.0,6.0
2012-03-10,3.0,14.0,113.0,2.0,21.0,21.0,15.0,20.0,3.0,27.0,58.0,1.0,4.0,21.0,3.0,7.0,18.0,29.0,48.0,3.0
2012-03-11,8.0,10.0,83.0,7.0,16.0,16.0,8.0,11.0,7.0,11.0,52.0,2.0,,7.0,7.0,5.0,17.0,33.0,34.0,1.0
2012-03-12,5.0,25.0,79.0,9.0,21.0,6.0,5.0,29.0,5.0,9.0,61.0,2.0,,17.0,5.0,7.0,27.0,46.0,43.0,2.0
2012-03-13,4.0,13.0,99.0,3.0,18.0,5.0,5.0,31.0,7.0,30.0,62.0,3.0,7.0,14.0,7.0,10.0,23.0,39.0,34.0,3.0
2012-03-14,4.0,16.0,120.0,2.0,7.0,8.0,9.0,29.0,8.0,37.0,54.0,6.0,11.0,9.0,7.0,13.0,24.0,44.0,35.0,4.0
2012-03-15,5.0,11.0,84.0,6.0,24.0,12.0,9.0,24.0,8.0,34.0,68.0,6.0,2.0,8.0,7.0,5.0,22.0,36.0,28.0,5.0
2012-03-16,5.0,13.0,98.0,2.0,25.0,15.0,8.0,30.0,6.0,32.0,75.0,6.0,14.0,12.0,6.0,14.0,22.0,51.0,30.0,8.0
2012-03-17,5.0,16.0,124.0,4.0,22.0,23.0,8.0,13.0,5.0,29.0,53.0,4.0,9.0,11.0,4.0,6.0,19.0,42.0,54.0,6.0
2012-03-18,8.0,25.0,67.0,3.0,21.0,10.0,10.0,6.0,6.0,19.0,64.0,2.0,,16.0,5.0,13.0,32.0,29.0,44.0,1.0
2012-03-19,10.0,14.0,81.0,5.0,19.0,7.0,5.0,25.0,6.0,16.0,51.0,5.0,,20.0,4.0,10.0,27.0,60.0,46.0,3.0
2012-03-20,7.0,14.0,87.0,4.0,25.0,7.0,8.0,27.0,3.0,36.0,66.0,5.0,4.0,12.0,8.0,9.0,22.0,46.0,41.0,6.0
2012-03-21,1.0,17.0,80.0,3.0,8.0,5.0,4.0,27.0,4.0,27.0,63.0,7.0,8.0,9.0,10.0,9.0,26.0,55.0,47.0,6.0
2012-03-22,4.0,11.0,81.0,3.0,19.0,4.0,18.0,27.0,9.0,27.0,66.0,3.0,,18.0,4.0,9.0,33.0,43.0,39.0,4.0
2012-03-23,4.0,11.0,126.0,2.0,13.0,12.0,8.0,27.0,8.0,40.0,74.0,4.0,4.0,17.0,3.0,13.0,17.0,39.0,36.0,7.0
2012-03-24,5.0,16.0,111.0,3.0,21.0,12.0,12.0,26.0,3.0,24.0,53.0,6.0,2.0,13.0,,6.0,29.0,26.0,40.0,2.0
2012-03-25,6.0,11.0,85.0,3.0,17.0,8.0,8.0,10.0,3.0,19.0,54.0,2.0,,11.0,3.0,5.0,27.0,32.0,37.0,3.0
2012-03-26,5.0,16.0,56.0,4.0,29.0,5.0,11.0,32.0,3.0,14.0,68.0,6.0,,17.0,7.0,8.0,30.0,38.0,35.0,3.0
2012-03-27,7.0,12.0,65.0,,19.0,6.0,7.0,33.0,5.0,28.0,61.0,9.0,3.0,16.0,6.0,6.0,22.0,48.0,30.0,3.0
2012-03-28,5.0,11.0,51.0,8.0,23.0,8.0,10.0,21.0,5.0,27.0,68.0,7.0,3.0,14.0,5.0,6.0,28.0,55.0,27.0,7.0
2012-03-29,8.0,13.0,85.0,4.0,12.0,11.0,8.0,17.0,,31.0,78.0,4.0,2.0,13.0,4.0,3.0,25.0,35.0,45.0,8.0
2012-03-30,4.0,7.0,67.0,,24.0,11.0,11.0,23.0,3.0,33.0,72.0,5.0,2.0,13.0,8.0,16.0,22.0,41.0,33.0,
2012-03-31,6.0,13.0,91.0,2.0,14.0,16.0,13.0,3.0,4.0,26.0,43.0,2.0,,17.0,7.0,11.0,32.0,40.0,49.0,2.0
2012-04-01,7.0,10.0,73.0,2.0,19.0,16.0,8.0,5.0,7.0,7.0,42.0,4.0,,5.0,4.0,10.0,20.0,36.0,41.0,3.0
2012-04-02,,15.0,90.0,10.0,24.0,7.0,7.0,23.0,5.0,12.0,44.0,2.0,,20.0,11.0,7.0,27.0,55.0,44.0,2.0
2012-04-03,8.0,8.0,90.0,4.0,18.0,3.0,5.0,28.0,1.0,37.0,46.0,7.0,5.0,18.0,5.0,10.0,24.0,36.0,27.0,3.0
2012-04-04,8.0,11.0,134.0,1.0,13.0,8.0,9.0,25.0,9.0,32.0,48.0,2.0,,19.0,7.0,9.0,40.0,66.0,46.0,1.0
2012-04-05,8.0,12.0,197.0,1.0,14.0,6.0,20.0,20.0,2.0,45.0,65.0,6.0,,14.0,5.0,8.0,18.0,47.0,45.0,3.0
2012-04-06,1.0,20.0,106.0,3.0,18.0,15.0,3.0,22.0,4.0,38.0,45.0,1.0,9.0,11.0,4.0,9.0,23.0,49.0,46.0,4.0
2012-04-07,6.0,10.0,110.0,1.0,14.0,19.0,10.0,9.0,8.0,33.0,58.0,1.0,,15.0,7.0,3.0,29.0,38.0,49.0,3.0
2012-04-08,5.0,13.0,62.0,3.0,17.0,9.0,9.0,2.0,6.0,6.0,51.0,,,7.0,4.0,9.0,27.0,24.0,35.0,
2012-04-09,7.0,15.0,69.0,3.0,23.0,6.0,6.0,36.0,6.0,14.0,57.0,3.0,,16.0,5.0,12.0,38.0,43.0,51.0,3.0
2012-04-10,7.0,11.0,79.0,4.0,24.0,5.0,13.0,21.0,8.0,39.0,57.0,3.0,4.0,15.0,3.0,16.0,23.0,49.0,46.0,3.0
2012-04-11,3.0,7.0,61.0,6.0,21.0,5.0,11.0,19.0,9.0,38.0,68.0,12.0,4.0,12.0,3.0,12.0,31.0,43.0,32.0,5.0
2012-04-12,3.0,13.0,65.0,4.0,18.0,12.0,6.0,23.0,3.0,26.0,59.0,6.0,6.0,18.0,5.0,11.0,22.0,42.0,36.0,5.0
2012-04-13,8.0,7.0,101.0,1.0,19.0,19.0,5.0,15.0,3.0,38.0,76.0,5.0,4.0,18.0,5.0,8.0,26.0,49.0,31.0,3.0
2012-04-14,6.0,13.0,112.0,8.0,10.0,11.0,9.0,11.0,3.0,35.0,54.0,2.0,6.0,12.0,6.0,10.0,22.0,41.0,37.0,5.0
2012-04-15,6.0,14.0,87.0,6.0,15.0,14.0,16.0,9.0,10.0,11.0,50.0,1.0,,13.0,6.0,14.0,36.0,37.0,45.0,
2012-04-16,4.0,9.0,56.0,2.0,22.0,4.0,6.0,27.0,5.0,14.0,53.0,2.0,4.0,20.0,7.0,8.0,28.0,58.0,34.0,2.0
2012-04-17,3.0,23.0,98.0,3.0,13.0,7.0,12.0,22.0,6.0,47.0,73.0,1.0,5.0,16.0,4.0,7.0,23.0,58.0,33.0,3.0
2012-04-18,2.0,18.0,134.0,3.0,17.0,6.0,23.0,26.0,7.0,36.0,67.0,3.0,,17.0,7.0,9.0,26.0,51.0,40.0,2.0
2012-04-19,10.0,17.0,86.0,8.0,18.0,3.0,13.0,22.0,8.0,36.0,77.0,4.0,,23.0,10.0,5.0,30.0,52.0,30.0,6.0
2012-04-20,14.0,17.0,86.0,7.0,15.0,11.0,12.0,28.0,5.0,33.0,59.0,2.0,4.0,17.0,11.0,13.0,25.0,41.0,41.0,4.0
2012-04-21,14.0,13.0,104.0,5.0,16.0,29.0,6.0,8.0,4.0,32.0,46.0,2.0,2.0,18.0,10.0,15.0,28.0,36.0,44.0,2.0
2012-04-22,7.0,17.0,63.0,4.0,18.0,9.0,7.0,11.0,4.0,7.0,51.0,2.0,,12.0,3.0,11.0,20.0,42.0,33.0,2.0
2012-04-23,2.0,11.0,42.0,10.0,37.0,3.0,5.0,27.0,8.0,13.0,77.0,6.0,,27.0,3.0,9.0,43.0,51.0,34.0,4.0
2012-04-24,3.0,20.0,59.0,6.0,30.0,5.0,4.0,20.0,4.0,33.0,51.0,3.0,5.0,21.0,6.0,12.0,27.0,56.0,36.0,5.0
2012-04-25,8.0,11.0,68.0,5.0,21.0,8.0,11.0,42.0,12.0,40.0,48.0,,8.0,15.0,7.0,12.0,26.0,50.0,40.0,7.0
2012-04-26,8.0,22.0,78.0,5.0,27.0,9.0,14.0,37.0,6.0,44.0,57.0,5.0,10.0,15.0,8.0,5.0,21.0,47.0,34.0,
2012-04-27,5.0,17.0,70.0,5.0,17.0,19.0,7.0,29.0,12.0,42.0,52.0,1.0,3.0,24.0,13.0,12.0,40.0,58.0,45.0,5.0
2012-04-28,3.0,13.0,89.0,4.0,17.0,22.0,11.0,8.0,2.0,28.0,52.0,1.0,1.0,14.0,4.0,15.0,22.0,59.0,49.0,1.0
2012-04-29,5.0,11.0,69.0,2.0,16.0,9.0,13.0,11.0,4.0,12.0,42.0,,,12.0,10.0,10.0,28.0,34.0,56.0,1.0
2012-04-30,4.0,12.0,75.0,5.0,15.0,6.0,9.0,22.0,7.0,31.0,61.0,7.0,,23.0,11.0,6.0,39.0,56.0,47.0,3.0
2012-05-01,7.0,11.0,106.0,4.0,17.0,5.0,18.0,25.0,4.0,42.0,74.0,3.0,7.0,12.0,8.0,8.0,23.0,55.0,53.0,6.0
2012-05-02,1.0,14.0,89.0,7.0,19.0,8.0,10.0,33.0,8.0,33.0,62.0,3.0,4.0,14.0,6.0,6.0,24.0,56.0,44.0,3.0
2012-05-03,8.0,14.0,67.0,1.0,29.0,5.0,10.0,31.0,5.0,51.0,57.0,3.0,2.0,15.0,6.0,5.0,33.0,52.0,47.0,3.0
2012-05-04,4.0,17.0,72.0,4.0,21.0,6.0,7.0,26.0,6.0,36.0,69.0,5.0,1.0,12.0,8.0,4.0,25.0,52.0,31.0,6.0
2012-05-05,2.0,17.0,106.0,4.0,13.0,25.0,7.0,11.0,2.0,34.0,51.0,4.0,2.0,5.0,6.0,11.0,25.0,42.0,41.0,4.0
2012-05-06,6.0,21.0,71.0,3.0,19.0,12.0,7.0,5.0,8.0,4.0,59.0,7.0,,14.0,9.0,7.0,31.0,36.0,44.0,1.0
2012-05-07,2.0,11.0,56.0,2.0,23.0,7.0,5.0,21.0,3.0,17.0,87.0,3.0,,21.0,11.0,6.0,32.0,63.0,50.0,8.0
2012-05-08,5.0,18.0,78.0,3.0,17.0,3.0,9.0,30.0,9.0,32.0,67.0,6.0,8.0,22.0,6.0,13.0,29.0,60.0,42.0,6.0
2012-05-09,3.0,20.0,71.0,2.0,17.0,7.0,5.0,20.0,9.0,25.0,69.0,5.0,5.0,20.0,6.0,10.0,20.0,45.0,35.0,4.0
2012-05-10,4.0,11.0,95.0,2.0,15.0,5.0,8.0,23.0,1.0,41.0,44.0,1.0,8.0,23.0,8.0,9.0,29.0,68.0,38.0,3.0
2012-05-11,7.0,10.0,105.0,5.0,15.0,19.0,3.0,21.0,8.0,38.0,73.0,6.0,8.0,18.0,8.0,12.0,27.0,48.0,36.0,4.0
2012-05-12,6.0,19.0,101.0,4.0,18.0,25.0,10.0,15.0,7.0,23.0,58.0,2.0,5.0,17.0,7.0,9.0,20.0,46.0,37.0,6.0
2012-05-13,7.0,15.0,115.0,2.0,8.0,6.0,9.0,2.0,5.0,7.0,35.0,2.0,,22.0,11.0,8.0,41.0,36.0,44.0,2.0
2012-05-14,2.0,11.0,86.0,5.0,17.0,5.0,8.0,34.0,8.0,18.0,61.0,8.0,,15.0,9.0,9.0,31.0,68.0,45.0,6.0
2012-05-15,3.0,16.0,78.0,3.0,15.0,7.0,10.0,16.0,10.0,49.0,80.0,8.0,,18.0,5.0,13.0,25.0,50.0,27.0,9.0
2012-05-16,8.0,8.0,84.0,4.0,18.0,9.0,13.0,24.0,4.0,42.0,92.0,8.0,7.0,20.0,4.0,11.0,31.0,54.0,34.0,1.0
2012-05-17,8.0,14.0,69.0,5.0,16.0,3.0,6.0,20.0,3.0,44.0,65.0,5.0,,10.0,5.0,5.0,31.0,60.0,43.0,4.0
2012-05-18,3.0,12.0,93.0,3.0,25.0,12.0,2.0,19.0,6.0,43.0,57.0,4.0,1.0,16.0,16.0,10.0,30.0,56.0,35.0,4.0
2012-05-19,9.0,24.0,67.0,5.0,15.0,19.0,4.0,5.0,4.0,25.0,47.0,2.0,3.0,17.0,6.0,15.0,35.0,52.0,54.0,3.0
2012-05-20,7.0,23.0,71.0,4.0,6.0,9.0,5.0,13.0,6.0,10.0,61.0,3.0,,19.0,7.0,8.0,27.0,35.0,54.0,3.0
2012-05-21,4.0,9.0,61.0,6.0,21.0,4.0,4.0,16.0,3.0,14.0,84.0,5.0,,14.0,7.0,14.0,28.0,50.0,50.0,6.0
2012-05-22,4.0,12.0,75.0,3.0,22.0,6.0,16.0,23.0,11.0,33.0,77.0,3.0,5.0,18.0,7.0,6.0,25.0,58.0,38.0,3.0
2012-05-23,4.0,20.0,72.0,6.0,21.0,5.0,20.0,24.0,4.0,27.0,68.0,3.0,12.0,21.0,11.0,11.0,29.0,52.0,47.0,2.0
2012-05-24,5.0,14.0,75.0,5.0,20.0,9.0,7.0,21.0,8.0,29.0,63.0,3.0,9.0,14.0,5.0,10.0,31.0,42.0,36.0,5.0
2012-05-25,3.0,9.0,116.0,4.0,24.0,13.0,15.0,23.0,4.0,35.0,65.0,7.0,5.0,15.0,9.0,16.0,31.0,53.0,40.0,4.0
2012-05-26,6.0,23.0,126.0,2.0,13.0,16.0,12.0,14.0,3.0,30.0,63.0,1.0,7.0,17.0,5.0,10.0,30.0,42.0,42.0,4.0
2012-05-27,5.0,20.0,180.0,4.0,13.0,17.0,26.0,1.0,2.0,19.0,52.0,4.0,,9.0,9.0,9.0,31.0,36.0,39.0,3.0
2012-05-28,11.0,13.0,90.0,4.0,21.0,7.0,4.0,2.0,4.0,19.0,67.0,2.0,,11.0,2.0,8.0,39.0,36.0,37.0,4.0
2012-05-29,5.0,21.0,91.0,7.0,27.0,11.0,4.0,17.0,10.0,31.0,78.0,4.0,,17.0,6.0,6.0,41.0,49.0,38.0,1.0
2012-05-30,7.0,19.0,80.0,5.0,36.0,4.0,6.0,25.0,6.0,30.0,80.0,2.0,2.0,21.0,5.0,9.0,36.0,43.0,28.0,5.0
2012-05-31,9.0,17.0,91.0,2.0,22.0,8.0,11.0,20.0,10.0,34.0,78.0,6.0,10.0,11.0,6.0,4.0,29.0,61.0,35.0,4.0
2012-06-01,5.0,17.0,108.0,3.0,28.0,2.0,7.0,28.0,8.0,35.0,79.0,5.0,2.0,28.0,6.0,20.0,36.0,50.0,36.0,3.0
2012-06-02,2.0,12.0,87.0,2.0,17.0,15.0,7.0,18.0,3.0,32.0,50.0,2.0,,15.0,6.0,10.0,17.0,44.0,30.0,2.0
2012-06-03,7.0,13.0,100.0,1.0,17.0,17.0,9.0,2.0,4.0,9.0,60.0,2.0,,12.0,8.0,10.0,23.0,35.0,48.0,4.0
2012-06-04,3.0,20.0,104.0,7.0,22.0,8.0,13.0,23.0,6.0,24.0,71.0,1.0,,25.0,5.0,12.0,37.0,60.0,35.0,4.0
2012-06-05,8.0,19.0,90.0,6.0,21.0,5.0,7.0,17.0,8.0,46.0,59.0,7.0,10.0,20.0,4.0,6.0,31.0,50.0,38.0,5.0
2012-06-06,6.0,23.0,84.0,7.0,24.0,2.0,9.0,23.0,6.0,32.0,65.0,3.0,7.0,10.0,10.0,10.0,25.0,42.0,26.0,2.0
2012-06-07,7.0,9.0,101.0,3.0,22.0,5.0,7.0,24.0,4.0,43.0,80.0,6.0,7.0,26.0,9.0,9.0,30.0,56.0,36.0,2.0
2012-06-08,4.0,23.0,108.0,5.0,19.0,20.0,12.0,24.0,4.0,43.0,61.0,9.0,5.0,24.0,4.0,10.0,31.0,67.0,31.0,3.0
2012-06-09,4.0,22.0,170.0,4.0,13.0,14.0,9.0,9.0,5.0,29.0,57.0,2.0,9.0,13.0,7.0,5.0,36.0,27.0,48.0,4.0
2012-06-10,5.0,23.0,73.0,2.0,15.0,11.0,5.0,6.0,1.0,8.0,54.0,3.0,,14.0,4.0,6.0,33.0,38.0,37.0,2.0
2012-06-11,5.0,14.0,77.0,8.0,17.0,5.0,11.0,27.0,15.0,22.0,73.0,2.0,,13.0,7.0,12.0,36.0,63.0,49.0,1.0
2012-06-12,6.0,20.0,55.0,8.0,20.0,8.0,5.0,23.0,3.0,29.0,58.0,5.0,2.0,16.0,3.0,11.0,38.0,48.0,21.0,4.0
2012-06-13,4.0,14.0,76.0,2.0,19.0,5.0,3.0,20.0,6.0,30.0,60.0,3.0,,20.0,8.0,9.0,43.0,51.0,32.0,1.0
2012-06-14,7.0,19.0,122.0,1.0,18.0,5.0,8.0,20.0,6.0,26.0,77.0,5.0,,25.0,6.0,12.0,40.0,61.0,44.0,1.0
2012-06-15,3.0,15.0,104.0,5.0,21.0,16.0,12.0,26.0,12.0,25.0,73.0,4.0,1.0,23.0,4.0,5.0,40.0,50.0,30.0,4.0
2012-06-16,5.0,16.0,90.0,3.0,21.0,13.0,8.0,11.0,4.0,25.0,55.0,1.0,5.0,15.0,8.0,5.0,12.0,40.0,44.0,4.0
2012-06-17,5.0,15.0,71.0,4.0,17.0,17.0,4.0,3.0,4.0,14.0,70.0,3.0,,19.0,5.0,6.0,31.0,44.0,40.0,1.0
2012-06-18,7.0,22.0,106.0,8.0,23.0,9.0,9.0,17.0,5.0,15.0,63.0,6.0,,14.0,5.0,9.0,26.0,47.0,41.0,2.0
2012-06-19,3.0,13.0,99.0,9.0,17.0,6.0,7.0,45.0,9.0,42.0,62.0,7.0,9.0,18.0,5.0,13.0,35.0,55.0,55.0,5.0
2012-06-20,4.0,13.0,114.0,6.0,15.0,9.0,8.0,27.0,7.0,16.0,54.0,4.0,10.0,15.0,5.0,9.0,37.0,45.0,41.0,6.0
2012-06-21,6.0,12.0,102.0,6.0,20.0,6.0,8.0,20.0,7.0,28.0,45.0,7.0,6.0,28.0,5.0,12.0,35.0,48.0,36.0,1.0
2012-06-22,3.0,16.0,135.0,3.0,29.0,20.0,11.0,15.0,12.0,31.0,42.0,4.0,1.0,27.0,4.0,11.0,26.0,56.0,40.0,1.0
2012-06-23,10.0,17.0,87.0,7.0,19.0,17.0,4.0,16.0,9.0,22.0,67.0,2.0,2.0,20.0,10.0,9.0,19.0,40.0,26.0,2.0
2012-06-24,17.0,21.0,92.0,4.0,18.0,8.0,6.0,6.0,6.0,9.0,56.0,2.0,,19.0,9.0,8.0,25.0,40.0,32.0,1.0
2012-06-25,6.0,15.0,116.0,18.0,24.0,5.0,14.0,26.0,5.0,15.0,67.0,3.0,,22.0,7.0,3.0,17.0,61.0,45.0,1.0
2012-06-26,5.0,18.0,101.0,5.0,27.0,4.0,10.0,24.0,9.0,37.0,47.0,4.0,,16.0,7.0,11.0,35.0,56.0,38.0,4.0
2012-06-27,15.0,9.0,90.0,4.0,20.0,4.0,11.0,23.0,10.0,29.0,59.0,3.0,,23.0,7.0,10.0,33.0,64.0,36.0,2.0
2012-06-28,7.0,11.0,119.0,8.0,14.0,4.0,6.0,16.0,7.0,33.0,56.0,5.0,7.0,18.0,7.0,10.0,32.0,45.0,39.0,4.0
2012-06-29,2.0,19.0,102.0,28.0,19.0,15.0,12.0,15.0,3.0,44.0,55.0,3.0,5.0,17.0,5.0,11.0,27.0,65.0,35.0,4.0
2012-06-30,7.0,17.0,79.0,3.0,11.0,11.0,6.0,12.0,1.0,23.0,56.0,3.0,10.0,15.0,6.0,6.0,24.0,33.0,31.0,1.0
2012-07-01,10.0,8.0,102.0,5.0,18.0,10.0,8.0,7.0,2.0,9.0,58.0,1.0,,24.0,9.0,14.0,20.0,33.0,33.0,1.0
2012-07-02,4.0,11.0,94.0,11.0,19.0,8.0,3.0,25.0,5.0,19.0,54.0,1.0,,25.0,4.0,8.0,39.0,46.0,39.0,2.0
2012-07-03,3.0,27.0,103.0,7.0,23.0,5.0,6.0,27.0,5.0,44.0,66.0,7.0,5.0,20.0,8.0,12.0,30.0,54.0,41.0,3.0
2012-07-04,8.0,22.0,49.0,5.0,16.0,4.0,6.0,8.0,3.0,8.0,82.0,2.0,,27.0,5.0,6.0,26.0,42.0,42.0,1.0
2012-07-05,9.0,31.0,133.0,4.0,24.0,8.0,19.0,26.0,9.0,38.0,67.0,7.0,8.0,16.0,3.0,10.0,24.0,35.0,54.0,1.0
2012-07-06,11.0,17.0,131.0,7.0,21.0,17.0,12.0,26.0,9.0,36.0,62.0,2.0,,29.0,8.0,11.0,33.0,50.0,48.0,7.0
2012-07-07,10.0,22.0,85.0,4.0,15.0,21.0,7.0,12.0,7.0,20.0,59.0,2.0,1.0,22.0,7.0,6.0,34.0,42.0,31.0,2.0
2012-07-08,4.0,12.0,104.0,2.0,19.0,10.0,7.0,14.0,4.0,13.0,59.0,3.0,,32.0,5.0,5.0,20.0,41.0,47.0,3.0
2012-07-09,6.0,20.0,63.0,8.0,20.0,6.0,3.0,23.0,12.0,13.0,59.0,1.0,,25.0,11.0,13.0,39.0,65.0,38.0,1.0
2012-07-10,3.0,15.0,102.0,3.0,26.0,3.0,7.0,30.0,5.0,35.0,65.0,,8.0,25.0,6.0,18.0,41.0,50.0,37.0,3.0
2012-07-11,10.0,10.0,122.0,8.0,20.0,6.0,13.0,22.0,7.0,28.0,55.0,7.0,7.0,23.0,7.0,12.0,35.0,45.0,29.0,4.0
2012-07-12,5.0,16.0,93.0,4.0,16.0,11.0,7.0,26.0,8.0,21.0,52.0,3.0,,9.0,8.0,10.0,22.0,48.0,46.0,3.0
