Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vandalism/Criminal Mischief,Weapon Violations
2009-09-04,2.0,16.0,63.0,6.0,20.0,25.0,9.0,22.0,6.0,50.0,60.0,2.0,,20.0,11.0,13.0,43.0,59.0,37.0,4.0
2009-09-05,2.0,13.0,93.0,5.0,17.0,22.0,4.0,12.0,7.0,30.0,58.0,1.0,,12.0,6.0,10.0,37.0,33.0,36.0,1.0
2009-09-06,8.0,11.0,73.0,4.0,23.0,8.0,12.0,8.0,3.0,19.0,51.0,3.0,,19.0,9.0,13.0,20.0,35.0,48.0,2.0
2009-09-07,7.0,19.0,76.0,6.0,17.0,10.0,6.0,6.0,6.0,17.0,53.0,3.0,,19.0,10.0,9.0,36.0,37.0,35.0,2.0
2009-09-08,9.0,12.0,78.0,9.0,21.0,6.0,13.0,15.0,10.0,50.0,52.0,2.0,,24.0,8.0,14.0,32.0,71.0,45.0,3.0
2009-09-09,3.0,12.0,56.0,5.0,17.0,5.0,15.0,22.0,4.0,43.0,43.0,1.0,5.0,23.0,11.0,10.0,35.0,39.0,32.0,4.0
2009-09-10,4.0,11.0,58.0,8.0,25.0,6.0,4.0,27.0,5.0,31.0,51.0,5.0,3.0,20.0,10.0,15.0,29.0,53.0,29.0,8.0
2009-09-11,3.0,9.0,28.0,3.0,23.0,7.0,3.0,17.0,,37.0,52.0,4.0,,18.0,8.0,8.0,33.0,46.0,31.0,2.0
2009-09-12,3.0,20.0,68.0,5.0,21.0,18.0,18.0,9.0,6.0,46.0,41.0,4.0,,23.0,12.0,15.0,28.0,36.0,38.0,5.0
2009-09-13,8.0,18.0,69.0,3.0,14.0,13.0,14.0,7.0,4.0,10.0,59.0,4.0,,16.0,4.0,12.0,27.0,34.0,48.0,4.0
2009-09-14,3.0,16.0,67.0,5.0,21.0,6.0,3.0,27.0,5.0,15.0,59.0,7.0,,21.0,9.0,20.0,51.0,48.0,40.0,
2009-09-15,7.0,14.0,57.0,6.0,18.0,7.0,13.0,20.0,6.0,52.0,54.0,2.0,9.0,27.0,8.0,7.0,46.0,41.0,30.0,2.0
2009-09-16,1.0,13.0,60.0,15.0,19.0,6.0,7.0,29.0,1.0,20.0,43.0,2.0,1.0,14.0,17.0,5.0,45.0,52.0,31.0,1.0
2009-09-17,,10.0,65.0,7.0,21.0,9.0,11.0,20.0,3.0,38.0,59.0,3.0,,23.0,8.0,13.0,26.0,56.0,35.0,5.0
2009-09-18,8.0,14.0,60.0,3.0,24.0,10.0,18.0,21.0,4.0,42.0,62.0,4.0,,19.0,14.0,15.0,28.0,47.0,40.0,4.0
2009-09-19,10.0,18.0,94.0,4.0,17.0,11.0,10.0,17.0,4.0,31.0,54.0,1.0,,11.0,7.0,21.0,43.0,38.0,33.0,3.0
2009-09-20,11.0,20.0,74.0,4.0,21.0,17.0,8.0,4.0,6.0,13.0,57.0,,1.0,15.0,14.0,7.0,34.0,32.0,36.0,5.0
2009-09-21,9.0,16.0,44.0,9.0,23.0,10.0,5.0,32.0,4.0,11.0,45.0,3.0,,24.0,9.0,14.0,30.0,55.0,51.0,1.0
2009-09-22,3.0,18.0,57.0,103.0,28.0,5.0,11.0,25.0,3.0,49.0,62.0,2.0,,20.0,7.0,13.0,27.0,58.0,26.0,2.0
2009-09-23,9.0,10.0,60.0,6.0,31.0,8.0,12.0,25.0,5.0,38.0,75.0,3.0,1.0,26.0,7.0,11.0,24.0,41.0,25.0,3.0
2009-09-24,6.0,17.0,70.0,6.0,11.0,3.0,9.0,17.0,10.0,31.0,69.0,7.0,2.0,29.0,7.0,12.0,44.0,52.0,26.0,2.0
2009-09-25,10.0,6.0,57.0,4.0,22.0,15.0,17.0,34.0,9.0,43.0,59.0,3.0,,19.0,11.0,12.0,42.0,57.0,44.0,5.0
2009-09-26,13.0,9.0,71.0,1.0,16.0,13.0,6.0,13.0,9.0,28.0,54.0,1.0,2.0,17.0,6.0,9.0,26.0,47.0,29.0,6.0
2009-09-27,2.0,17.0,44.0,2.0,20.0,14.0,5.0,9.0,10.0,11.0,54.0,,,27.0,5.0,14.0,28.0,31.0,35.0,3.0
2009-09-28,6.0,7.0,64.0,8.0,9.0,8.0,8.0,26.0,10.0,13.0,58.0,1.0,,23.0,7.0,14.0,43.0,48.0,50.0,2.0
2009-09-29,2.0,13.0,66.0,8.0,25.0,6.0,15.0,24.0,3.0,39.0,51.0,2.0,1.0,31.0,10.0,16.0,37.0,54.0,31.0,11.0
2009-09-30,5.0,13.0,55.0,2.0,24.0,10.0,12.0,23.0,4.0,44.0,57.0,2.0,,14.0,11.0,12.0,32.0,39.0,42.0,5.0
2009-10-01,5.0,19.0,67.0,4.0,21.0,10.0,7.0,25.0,7.0,53.0,65.0,,3.0,22.0,12.0,17.0,28.0,49.0,29.0,4.0
2009-10-02,5.0,17.0,59.0,6.0,15.0,12.0,11.0,22.0,4.0,35.0,53.0,4.0,,28.0,7.0,10.0,29.0,37.0,43.0,7.0
2009-10-03,7.0,16.0,71.0,4.0,18.0,23.0,14.0,20.0,8.0,44.0,54.0,2.0,,20.0,5.0,12.0,26.0,40.0,42.0,2.0
2009-10-04,4.0,29.0,69.0,2.0,13.0,19.0,3.0,9.0,1.0,14.0,48.0,4.0,,15.0,9.0,6.0,36.0,34.0,45.0,2.0
2009-10-05,3.0,6.0,61.0,8.0,28.0,8.0,2.0,31.0,7.0,30.0,52.0,5.0,,25.0,8.0,13.0,40.0,53.0,45.0,5.0
2009-10-06,2.0,11.0,81.0,9.0,17.0,9.0,17.0,25.0,11.0,44.0,65.0,8.0,3.0,29.0,8.0,6.0,27.0,46.0,32.0,2.0
2009-10-07,6.0,10.0,58.0,6.0,26.0,8.0,8.0,25.0,11.0,40.0,60.0,8.0,3.0,21.0,14.0,13.0,24.0,53.0,32.0,3.0
2009-10-08,4.0,14.0,105.0,7.0,19.0,17.0,12.0,31.0,5.0,33.0,61.0,5.0,4.0,25.0,2.0,7.0,34.0,44.0,45.0,4.0
2009-10-09,5.0,10.0,46.0,9.0,14.0,16.0,9.0,18.0,3.0,34.0,73.0,4.0,6.0,34.0,10.0,16.0,31.0,50.0,36.0,4.0
2009-10-10,5.0,23.0,69.0,7.0,15.0,20.0,8.0,11.0,4.0,25.0,58.0,2.0,2.0,24.0,8.0,17.0,52.0,48.0,56.0,5.0
2009-10-11,10.0,10.0,86.0,7.0,20.0,19.0,8.0,8.0,4.0,13.0,42.0,3.0,,18.0,5.0,8.0,28.0,43.0,55.0,1.0
2009-10-12,2.0,12.0,72.0,9.0,25.0,6.0,5.0,21.0,2.0,24.0,41.0,2.0,,20.0,8.0,10.0,39.0,40.0,34.0,3.0
2009-10-13,3.0,10.0,56.0,10.0,22.0,9.0,16.0,23.0,2.0,42.0,52.0,2.0,7.0,23.0,13.0,10.0,30.0,59.0,31.0,2.0
2009-10-14,3.0,16.0,66.0,10.0,16.0,6.0,16.0,20.0,6.0,33.0,46.0,3.0,1.0,20.0,8.0,11.0,27.0,52.0,33.0,4.0
2009-10-15,2.0,14.0,37.0,5.0,24.0,8.0,11.0,25.0,5.0,18.0,43.0,2.0,,20.0,10.0,12.0,39.0,32.0,16.0,3.0
2009-10-16,2.0,11.0,40.0,3.0,21.0,12.0,4.0,20.0,12.0,26.0,48.0,3.0,,27.0,9.0,6.0,37.0,47.0,28.0,1.0
2009-10-17,4.0,4.0,71.0,6.0,13.0,12.0,9.0,18.0,6.0,25.0,39.0,2.0,,21.0,14.0,15.0,37.0,38.0,30.0,1.0
2009-10-18,5.0,8.0,64.0,6.0,21.0,10.0,7.0,13.0,5.0,13.0,38.0,1.0,,21.0,14.0,10.0,28.0,32.0,23.0,2.0
2009-10-19,,11.0,48.0,2.0,32.0,10.0,5.0,26.0,11.0,17.0,54.0,5.0,,15.0,6.0,11.0,39.0,48.0,30.0,4.0
2009-10-20,4.0,13.0,82.0,11.0,29.0,7.0,14.0,25.0,8.0,41.0,47.0,3.0,6.0,20.0,13.0,7.0,34.0,47.0,25.0,6.0
2009-10-21,4.0,8.0,54.0,10.0,20.0,15.0,15.0,24.0,11.0,24.0,49.0,6.0,5.0,22.0,11.0,8.0,38.0,40.0,41.0,3.0
2009-10-22,4.0,9.0,46.0,9.0,19.0,6.0,17.0,22.0,9.0,45.0,71.0,7.0,2.0,17.0,11.0,12.0,23.0,54.0,57.0,7.0
2009-10-23,3.0,12.0,50.0,7.0,21.0,11.0,20.0,31.0,3.0,36.0,71.0,3.0,3.0,22.0,11.0,8.0,35.0,40.0,48.0,13.0
2009-10-24,2.0,10.0,54.0,3.0,23.0,21.0,6.0,14.0,7.0,20.0,42.0,3.0,7.0,22.0,8.0,13.0,32.0,41.0,29.0,3.0
2009-10-25,17.0,19.0,62.0,8.0,19.0,12.0,9.0,7.0,2.0,20.0,47.0,1.0,,16.0,8.0,7.0,42.0,39.0,45.0,1.0
2009-10-26,13.0,15.0,49.0,11.0,29.0,5.0,6.0,31.0,8.0,21.0,67.0,2.0,,24.0,10.0,10.0,49.0,54.0,37.0,2.0
2009-10-27,7.0,8.0,63.0,4.0,33.0,7.0,9.0,24.0,3.0,38.0,69.0,5.0,,17.0,9.0,10.0,52.0,38.0,31.0,4.0
2009-10-28,5.0,7.0,45.0,4.0,28.0,4.0,6.0,27.0,5.0,24.0,57.0,3.0,,31.0,7.0,12.0,28.0,47.0,29.0,2.0
2009-10-29,9.0,11.0,60.0,8.0,31.0,12.0,13.0,22.0,7.0,48.0,58.0,2.0,1.0,16.0,10.0,7.0,35.0,49.0,36.0,6.0
2009-10-30,9.0,14.0,55.0,5.0,15.0,8.0,13.0,13.0,4.0,37.0,61.0,5.0,3.0,20.0,11.0,15.0,34.0,40.0,67.0,8.0
2009-10-31,8.0,19.0,82.0,4.0,21.0,12.0,14.0,13.0,2.0,32.0,55.0,1.0,,24.0,12.0,7.0,41.0,40.0,47.0,3.0
2009-11-01,5.0,19.0,43.0,1.0,13.0,13.0,10.0,8.0,9.0,6.0,43.0,3.0,,18.0,9.0,18.0,41.0,30.0,50.0,1.0
2009-11-02,1.0,16.0,48.0,3.0,19.0,2.0,3.0,37.0,9.0,18.0,67.0,1.0,,30.0,6.0,13.0,32.0,50.0,33.0,1.0
2009-11-03,2.0,8.0,58.0,2.0,30.0,7.0,2.0,24.0,6.0,31.0,52.0,3.0,5.0,22.0,12.0,16.0,47.0,31.0,25.0,2.0
2009-11-04,3.0,15.0,55.0,5.0,24.0,10.0,8.0,24.0,11.0,43.0,47.0,5.0,4.0,17.0,4.0,15.0,40.0,40.0,25.0,3.0
2009-11-05,4.0,17.0,45.0,5.0,15.0,15.0,12.0,19.0,5.0,41.0,63.0,5.0,5.0,19.0,9.0,7.0,41.0,41.0,37.0,6.0
2009-11-06,6.0,14.0,61.0,6.0,23.0,8.0,4.0,21.0,7.0,46.0,50.0,3.0,,14.0,5.0,10.0,34.0,43.0,30.0,6.0
2009-11-07,8.0,15.0,64.0,5.0,22.0,17.0,10.0,12.0,5.0,28.0,37.0,1.0,1.0,18.0,5.0,9.0,26.0,24.0,49.0,1.0
2009-11-08,7.0,7.0,60.0,5.0,22.0,19.0,6.0,12.0,3.0,13.0,52.0,2.0,,13.0,8.0,9.0,40.0,35.0,40.0,2.0
2009-11-09,11.0,16.0,49.0,3.0,17.0,8.0,3.0,24.0,5.0,17.0,65.0,6.0,,25.0,13.0,9.0,29.0,44.0,44.0,4.0
2009-11-10,1.0,22.0,106.0,27.0,20.0,11.0,15.0,35.0,10.0,47.0,53.0,4.0,6.0,20.0,15.0,5.0,32.0,50.0,38.0,3.0
2009-11-11,2.0,10.0,84.0,1.0,11.0,9.0,7.0,20.0,8.0,34.0,45.0,2.0,,16.0,8.0,13.0,56.0,45.0,34.0,5.0
2009-11-12,3.0,8.0,66.0,5.0,28.0,8.0,6.0,23.0,4.0,30.0,50.0,5.0,7.0,17.0,9.0,10.0,36.0,56.0,26.0,4.0
2009-11-13,4.0,10.0,44.0,7.0,19.0,9.0,11.0,25.0,7.0,42.0,59.0,6.0,,18.0,12.0,13.0,42.0,50.0,26.0,2.0
2009-11-14,12.0,11.0,66.0,2.0,29.0,21.0,12.0,21.0,5.0,35.0,52.0,2.0,4.0,18.0,8.0,11.0,68.0,35.0,57.0,1.0
2009-11-15,6.0,8.0,100.0,2.0,26.0,16.0,13.0,9.0,7.0,14.0,46.0,2.0,,22.0,7.0,13.0,56.0,36.0,44.0,2.0
2009-11-16,3.0,19.0,60.0,10.0,27.0,7.0,11.0,28.0,11.0,22.0,55.0,,,32.0,7.0,12.0,37.0,49.0,48.0,1.0
2009-11-17,8.0,11.0,79.0,3.0,21.0,8.0,9.0,39.0,4.0,38.0,50.0,3.0,8.0,18.0,6.0,17.0,40.0,75.0,40.0,8.0
2009-11-18,11.0,12.0,79.0,5.0,32.0,12.0,10.0,25.0,10.0,49.0,75.0,7.0,8.0,25.0,5.0,8.0,34.0,45.0,22.0,8.0
2009-11-19,4.0,12.0,45.0,4.0,20.0,11.0,18.0,37.0,2.0,44.0,78.0,1.0,11.0,25.0,7.0,11.0,46.0,55.0,35.0,4.0
2009-11-20,2.0,11.0,34.0,2.0,29.0,16.0,9.0,20.0,11.0,55.0,65.0,8.0,7.0,23.0,9.0,12.0,42.0,44.0,38.0,5.0
2009-11-21,2.0,12.0,51.0,5.0,17.0,15.0,15.0,10.0,3.0,39.0,37.0,2.0,3.0,16.0,8.0,10.0,36.0,38.0,45.0,2.0
2009-11-22,3.0,9.0,59.0,4.0,13.0,18.0,16.0,5.0,4.0,10.0,43.0,2.0,11.0,18.0,8.0,9.0,26.0,27.0,47.0,1.0
2009-11-23,3.0,12.0,49.0,5.0,27.0,6.0,3.0,30.0,7.0,10.0,41.0,6.0,2.0,18.0,15.0,18.0,22.0,57.0,48.0,2.0
2009-11-24,4.0,18.0,60.0,8.0,37.0,7.0,3.0,33.0,4.0,37.0,55.0,4.0,,22.0,11.0,9.0,36.0,50.0,33.0,4.0
2009-11-25,1.0,8.0,70.0,4.0,30.0,18.0,9.0,22.0,8.0,32.0,48.0,7.0,11.0,19.0,14.0,9.0,22.0,47.0,29.0,1.0
2009-11-26,1.0,14.0,45.0,,18.0,9.0,5.0,3.0,7.0,7.0,33.0,1.0,6.0,11.0,3.0,3.0,19.0,20.0,33.0,3.0
2009-11-27,2.0,14.0,39.0,9.0,27.0,5.0,8.0,19.0,14.0,26.0,35.0,4.0,,22.0,12.0,9.0,28.0,25.0,35.0,3.0
2009-11-28,3.0,9.0,86.0,2.0,22.0,29.0,11.0,9.0,3.0,27.0,37.0,3.0,6.0,19.0,6.0,12.0,36.0,33.0,35.0,2.0
2009-11-29,6.0,6.0,87.0,4.0,20.0,19.0,17.0,7.0,7.0,24.0,41.0,2.0,8.0,25.0,14.0,16.0,32.0,36.0,36.0,4.0
2009-11-30,3.0,10.0,56.0,14.0,22.0,7.0,2.0,31.0,4.0,20.0,42.0,7.0,,30.0,12.0,10.0,34.0,50.0,39.0,5.0
2009-12-01,2.0,12.0,73.0,3.0,18.0,11.0,6.0,29.0,10.0,44.0,52.0,5.0,,19.0,11.0,15.0,21.0,51.0,39.0,8.0
2009-12-02,5.0,11.0,61.0,3.0,21.0,2.0,7.0,20.0,10.0,34.0,53.0,1.0,,20.0,10.0,12.0,35.0,50.0,30.0,7.0
2009-12-03,2.0,8.0,58.0,8.0,28.0,7.0,8.0,25.0,6.0,37.0,57.0,4.0,2.0,21.0,8.0,8.0,34.0,46.0,37.0,8.0
2009-12-04,5.0,15.0,37.0,7.0,24.0,17.0,7.0,22.0,4.0,31.0,64.0,4.0,5.0,19.0,15.0,15.0,44.0,57.0,34.0,9.0
2009-12-05,3.0,17.0,74.0,1.0,22.0,21.0,8.0,8.0,10.0,19.0,50.0,3.0,14.0,20.0,8.0,18.0,41.0,41.0,33.0,2.0
2009-12-06,3.0,7.0,50.0,6.0,14.0,11.0,7.0,11.0,6.0,14.0,37.0,2.0,,15.0,2.0,8.0,43.0,25.0,51.0,2.0
2009-12-07,6.0,14.0,47.0,12.0,21.0,5.0,6.0,44.0,5.0,23.0,57.0,2.0,,25.0,8.0,15.0,28.0,52.0,45.0,6.0
2009-12-08,3.0,15.0,72.0,6.0,21.0,6.0,20.0,27.0,5.0,47.0,44.0,9.0,,14.0,6.0,4.0,27.0,55.0,28.0,9.0
2009-12-09,8.0,10.0,66.0,6.0,24.0,4.0,3.0,32.0,12.0,59.0,52.0,5.0,6.0,22.0,14.0,14.0,30.0,57.0,29.0,10.0
2009-12-10,5.0,14.0,85.0,3.0,35.0,9.0,10.0,28.0,9.0,42.0,47.0,6.0,7.0,20.0,9.0,10.0,35.0,42.0,28.0,4.0
2009-12-11,8.0,10.0,39.0,4.0,27.0,16.0,11.0,32.0,8.0,42.0,44.0,3.0,,15.0,6.0,6.0,36.0,39.0,31.0,8.0
2009-12-12,4.0,10.0,74.0,3.0,15.0,17.0,14.0,13.0,5.0,37.0,33.0,2.0,7.0,17.0,12.0,1.0,37.0,48.0,50.0,
2009-12-13,5.0,14.0,68.0,6.0,15.0,17.0,6.0,11.0,5.0,18.0,30.0,1.0,,10.0,7.0,11.0,39.0,26.0,39.0,3.0
2009-12-14,2.0,10.0,61.0,5.0,17.0,4.0,5.0,29.0,6.0,28.0,63.0,3.0,,19.0,9.0,13.0,30.0,58.0,31.0,3.0
2009-12-15,5.0,14.0,86.0,6.0,10.0,7.0,11.0,25.0,7.0,34.0,54.0,6.0,4.0,23.0,12.0,20.0,29.0,51.0,26.0,15.0
2009-12-16,9.0,11.0,74.0,3.0,14.0,5.0,5.0,42.0,8.0,43.0,51.0,4.0,,20.0,13.0,12.0,40.0,69.0,40.0,3.0
2009-12-17,4.0,10.0,69.0,1.0,28.0,11.0,3.0,19.0,10.0,27.0,61.0,3.0,6.0,18.0,5.0,14.0,18.0,45.0,26.0,4.0
2009-12-18,3.0,11.0,47.0,5.0,17.0,11.0,5.0,29.0,9.0,22.0,53.0,4.0,1.0,23.0,12.0,16.0,42.0,47.0,27.0,3.0
2009-12-19,1.0,13.0,66.0,1.0,15.0,13.0,6.0,7.0,10.0,7.0,21.0,,,11.0,6.0,5.0,10.0,26.0,11.0,2.0
2009-12-20,2.0,5.0,26.0,4.0,8.0,2.0,1.0,4.0,3.0,4.0,31.0,2.0,,8.0,6.0,4.0,23.0,22.0,20.0,1.0
2009-12-21,4.0,10.0,32.0,6.0,18.0,4.0,1.0,29.0,5.0,11.0,38.0,2.0,,11.0,5.0,5.0,26.0,39.0,27.0,
2009-12-22,2.0,5.0,50.0,3.0,22.0,9.0,9.0,31.0,4.0,22.0,44.0,4.0,2.0,12.0,12.0,9.0,20.0,45.0,21.0,2.0
2009-12-23,,8.0,54.0,27.0,21.0,6.0,4.0,18.0,4.0,21.0,30.0,4.0,4.0,11.0,11.0,6.0,23.0,48.0,25.0,3.0
2009-12-24,9.0,20.0,45.0,7.0,15.0,11.0,2.0,9.0,13.0,11.0,32.0,3.0,,16.0,10.0,7.0,26.0,26.0,32.0,2.0
2009-12-25,8.0,11.0,15.0,3.0,13.0,3.0,3.0,,1.0,3.0,30.0,,,1.0,6.0,3.0,15.0,16.0,17.0,2.0
2009-12-26,7.0,10.0,32.0,5.0,14.0,12.0,1.0,9.0,6.0,16.0,50.0,1.0,4.0,13.0,7.0,6.0,26.0,22.0,30.0,3.0
2009-12-27,3.0,13.0,75.0,7.0,17.0,11.0,8.0,7.0,3.0,21.0,44.0,4.0,,14.0,7.0,7.0,39.0,28.0,32.0,5.0
2009-12-28,3.0,10.0,71.0,8.0,19.0,10.0,5.0,29.0,5.0,15.0,47.0,5.0,,21.0,16.0,15.0,29.0,57.0,35.0,2.0
2009-12-29,6.0,8.0,55.0,20.0,18.0,7.0,13.0,16.0,14.0,28.0,34.0,4.0,7.0,15.0,15.0,9.0,47.0,32.0,31.0,2.0
2009-12-30,4.0,10.0,60.0,5.0,17.0,11.0,8.0,20.0,9.0,35.0,40.0,2.0,6.0,10.0,8.0,9.0,33.0,41.0,41.0,1.0
2009-12-31,7.0,10.0,49.0,1.0,24.0,13.0,6.0,11.0,8.0,27.0,26.0,4.0,,14.0,10.0,12.0,26.0,37.0,30.0,6.0
2010-01-01,11.0,16.0,47.0,4.0,20.0,31.0,13.0,9.0,10.0,19.0,53.0,3.0,,15.0,5.0,11.0,25.0,32.0,69.0,8.0
2010-01-02,8.0,8.0,47.0,9.0,9.0,8.0,5.0,18.0,9.0,26.0,21.0,,4.0,16.0,5.0,9.0,28.0,36.0,35.0,
2010-01-03,1.0,11.0,49.0,7.0,7.0,12.0,4.0,7.0,9.0,13.0,43.0,4.0,,10.0,2.0,6.0,28.0,33.0,32.0,
2010-01-04,5.0,4.0,39.0,5.0,18.0,4.0,6.0,23.0,19.0,13.0,39.0,1.0,,17.0,4.0,6.0,31.0,54.0,32.0,
2010-01-05,5.0,16.0,53.0,3.0,22.0,6.0,13.0,29.0,10.0,33.0,49.0,8.0,8.0,17.0,8.0,11.0,27.0,37.0,24.0,3.0
2010-01-06,5.0,6.0,55.0,4.0,19.0,5.0,10.0,27.0,12.0,35.0,39.0,2.0,1.0,12.0,12.0,10.0,28.0,47.0,23.0,1.0
2010-01-07,6.0,12.0,72.0,2.0,15.0,14.0,13.0,25.0,14.0,43.0,56.0,4.0,2.0,12.0,9.0,19.0,34.0,46.0,26.0,9.0
2010-01-08,7.0,26.0,50.0,2.0,23.0,11.0,4.0,18.0,13.0,45.0,32.0,2.0,3.0,4.0,9.0,10.0,24.0,33.0,28.0,3.0
2010-01-09,4.0,17.0,63.0,7.0,11.0,16.0,11.0,14.0,8.0,24.0,38.0,,3.0,11.0,13.0,5.0,36.0,30.0,22.0,4.0
2010-01-10,5.0,10.0,44.0,4.0,6.0,13.0,6.0,5.0,10.0,9.0,45.0,3.0,,7.0,9.0,8.0,15.0,27.0,31.0,7.0
2010-01-11,5.0,9.0,47.0,8.0,21.0,5.0,7.0,20.0,16.0,15.0,54.0,2.0,7.0,14.0,8.0,8.0,30.0,47.0,41.0,3.0
2010-01-12,3.0,7.0,58.0,8.0,26.0,10.0,10.0,17.0,13.0,33.0,54.0,2.0,3.0,12.0,6.0,14.0,34.0,45.0,33.0,3.0
2010-01-13,5.0,9.0,71.0,3.0,17.0,13.0,11.0,17.0,15.0,46.0,71.0,8.0,2.0,6.0,8.0,6.0,24.0,40.0,22.0,6.0
2010-01-14,5.0,6.0,65.0,4.0,19.0,12.0,14.0,33.0,9.0,39.0,49.0,6.0,3.0,14.0,5.0,15.0,30.0,40.0,28.0,6.0
2010-01-15,5.0,13.0,44.0,8.0,20.0,14.0,9.0,17.0,11.0,37.0,53.0,4.0,4.0,7.0,14.0,18.0,25.0,41.0,45.0,5.0
2010-01-16,,11.0,92.0,4.0,13.0,9.0,8.0,20.0,13.0,56.0,53.0,1.0,,11.0,8.0,12.0,27.0,25.0,42.0,3.0
2010-01-17,3.0,9.0,88.0,6.0,20.0,22.0,9.0,7.0,12.0,18.0,48.0,2.0,,8.0,5.0,8.0,35.0,35.0,39.0,2.0
2010-01-18,7.0,11.0,86.0,8.0,15.0,8.0,1.0,21.0,17.0,25.0,50.0,2.0,,14.0,9.0,1.0,41.0,43.0,41.0,3.0
2010-01-19,3.0,9.0,73.0,4.0,19.0,8.0,8.0,26.0,16.0,49.0,54.0,2.0,5.0,10.0,13.0,13.0,32.0,50.0,28.0,7.0
2010-01-20,9.0,12.0,80.0,2.0,18.0,6.0,17.0,28.0,11.0,40.0,76.0,5.0,,15.0,13.0,13.0,35.0,31.0,41.0,4.0
2010-01-21,3.0,22.0,52.0,5.0,20.0,10.0,8.0,24.0,12.0,44.0,58.0,3.0,7.0,17.0,7.0,2.0,32.0,37.0,30.0,5.0
2010-01-22,5.0,7.0,57.0,2.0,23.0,8.0,5.0,25.0,14.0,46.0,70.0,1.0,3.0,15.0,6.0,18.0,31.0,50.0,31.0,1.0
2010-01-23,3.0,13.0,78.0,3.0,25.0,18.0,14.0,11.0,9.0,39.0,45.0,,,9.0,11.0,9.0,27.0,33.0,43.0,2.0
2010-01-24,9.0,11.0,60.0,6.0,20.0,12.0,2.0,13.0,10.0,21.0,40.0,3.0,,9.0,10.0,6.0,25.0,36.0,33.0,3.0
2010-01-25,7.0,8.0,54.0,6.0,23.0,4.0,5.0,24.0,18.0,15.0,52.0,3.0,,13.0,9.0,14.0,53.0,37.0,27.0,3.0
2010-01-26,2.0,11.0,86.0,6.0,30.0,4.0,7.0,29.0,15.0,47.0,59.0,4.0,,18.0,4.0,9.0,38.0,45.0,27.0,2.0
2010-01-27,4.0,8.0,67.0,5.0,18.0,15.0,6.0,25.0,8.0,36.0,58.0,1.0,3.0,19.0,5.0,10.0,32.0,47.0,25.0,4.0
2010-01-28,3.0,8.0,82.0,20.0,23.0,5.0,11.0,15.0,15.0,30.0,48.0,3.0,6.0,10.0,9.0,5.0,24.0,37.0,30.0,4.0
2010-01-29,1.0,12.0,39.0,3.0,25.0,8.0,10.0,25.0,9.0,27.0,50.0,,2.0,10.0,3.0,13.0,26.0,38.0,21.0,5.0
2010-01-30,9.0,12.0,71.0,3.0,12.0,17.0,8.0,12.0,11.0,37.0,37.0,2.0,6.0,7.0,4.0,7.0,37.0,31.0,29.0,5.0
2010-01-31,3.0,8.0,76.0,3.0,10.0,9.0,1.0,8.0,13.0,18.0,38.0,,,10.0,2.0,11.0,42.0,22.0,41.0,6.0
2010-02-01,6.0,7.0,72.0,7.0,14.0,10.0,4.0,36.0,11.0,31.0,69.0,1.0,,11.0,2.0,9.0,28.0,34.0,28.0,1.0
2010-02-02,8.0,12.0,83.0,2.0,9.0,11.0,10.0,28.0,14.0,60.0,51.0,4.0,6.0,12.0,3.0,7.0,20.0,50.0,32.0,3.0
2010-02-03,5.0,12.0,82.0,3.0,19.0,10.0,12.0,38.0,7.0,51.0,43.0,6.0,1.0,11.0,8.0,14.0,25.0,42.0,28.0,3.0
2010-02-04,4.0,14.0,72.0,2.0,17.0,14.0,9.0,20.0,11.0,40.0,70.0,4.0,1.0,10.0,10.0,8.0,26.0,40.0,28.0,6.0
2010-02-05,9.0,10.0,48.0,3.0,13.0,12.0,13.0,34.0,14.0,42.0,69.0,1.0,1.0,2.0,11.0,11.0,25.0,35.0,21.0,5.0
2010-02-06,6.0,5.0,39.0,5.0,7.0,2.0,,2.0,8.0,7.0,27.0,2.0,,3.0,4.0,7.0,14.0,13.0,24.0,
2010-02-07,1.0,9.0,52.0,1.0,7.0,8.0,1.0,4.0,6.0,5.0,29.0,1.0,,4.0,3.0,4.0,21.0,18.0,17.0,
2010-02-08,4.0,10.0,73.0,2.0,12.0,10.0,2.0,28.0,8.0,11.0,40.0,1.0,,10.0,6.0,7.0,27.0,30.0,26.0,1.0
2010-02-09,3.0,7.0,57.0,8.0,14.0,2.0,7.0,17.0,6.0,32.0,46.0,2.0,3.0,7.0,6.0,9.0,15.0,32.0,31.0,5.0
2010-02-10,3.0,5.0,23.0,3.0,2.0,,2.0,2.0,2.0,7.0,22.0,1.0,,,4.0,3.0,5.0,7.0,15.0,
2010-02-11,3.0,6.0,42.0,4.0,3.0,3.0,,9.0,6.0,10.0,34.0,2.0,,2.0,2.0,5.0,15.0,24.0,19.0,
2010-02-12,2.0,9.0,60.0,3.0,11.0,10.0,6.0,20.0,10.0,18.0,34.0,3.0,,7.0,5.0,1.0,10.0,20.0,16.0,1.0
