Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2011-03-23,,1.0,16.0,,5.0,4.0,3.0,8.0,5.0,9.0,15.0,,,,4.0,4.0,19.0,,5.0,
2011-03-24,2.0,3.0,21.0,1.0,14.0,1.0,7.0,8.0,2.0,5.0,17.0,1.0,4.0,2.0,1.0,7.0,16.0,2.0,9.0,
2011-03-25,3.0,4.0,17.0,1.0,5.0,4.0,2.0,10.0,4.0,14.0,13.0,2.0,4.0,1.0,2.0,9.0,21.0,,10.0,2.0
2011-03-26,,4.0,20.0,1.0,3.0,4.0,5.0,6.0,2.0,3.0,16.0,1.0,2.0,3.0,3.0,13.0,18.0,1.0,9.0,
2011-03-27,1.0,4.0,12.0,3.0,2.0,3.0,,2.0,2.0,5.0,5.0,2.0,3.0,1.0,1.0,16.0,5.0,,12.0,
2011-03-28,,3.0,12.0,,8.0,1.0,3.0,15.0,4.0,7.0,16.0,,,2.0,,11.0,18.0,,6.0,
2011-03-29,1.0,1.0,14.0,2.0,6.0,4.0,1.0,9.0,1.0,10.0,16.0,1.0,2.0,2.0,1.0,7.0,21.0,1.0,10.0,
2011-03-30,,5.0,10.0,1.0,2.0,7.0,1.0,9.0,2.0,11.0,10.0,1.0,2.0,2.0,1.0,8.0,15.0,1.0,13.0,1.0
2011-03-31,,1.0,20.0,,,2.0,,8.0,3.0,10.0,13.0,1.0,1.0,1.0,2.0,8.0,22.0,3.0,7.0,1.0
2011-04-01,,3.0,12.0,,7.0,5.0,3.0,2.0,2.0,2.0,12.0,,1.0,2.0,1.0,12.0,21.0,,7.0,
2011-04-02,2.0,3.0,29.0,,4.0,8.0,4.0,3.0,3.0,8.0,5.0,,1.0,1.0,1.0,6.0,15.0,,14.0,
2011-04-03,1.0,6.0,26.0,,3.0,5.0,2.0,7.0,3.0,4.0,10.0,,3.0,3.0,2.0,15.0,14.0,,8.0,
2011-04-04,4.0,1.0,13.0,1.0,8.0,3.0,,8.0,4.0,4.0,16.0,2.0,4.0,2.0,3.0,15.0,20.0,,12.0,1.0
2011-04-05,1.0,4.0,20.0,3.0,8.0,1.0,1.0,7.0,3.0,12.0,11.0,1.0,1.0,,5.0,8.0,11.0,,9.0,
2011-04-06,1.0,4.0,29.0,2.0,5.0,4.0,6.0,15.0,2.0,12.0,12.0,,3.0,3.0,1.0,7.0,20.0,3.0,10.0,4.0
2011-04-07,,4.0,40.0,3.0,8.0,5.0,1.0,17.0,,12.0,20.0,1.0,2.0,2.0,5.0,11.0,18.0,1.0,12.0,2.0
2011-04-08,1.0,3.0,12.0,,7.0,1.0,4.0,8.0,4.0,5.0,13.0,,4.0,1.0,9.0,8.0,19.0,,4.0,
2011-04-09,,7.0,31.0,2.0,9.0,7.0,3.0,3.0,3.0,12.0,16.0,,1.0,1.0,3.0,5.0,18.0,,13.0,
2011-04-10,1.0,5.0,21.0,1.0,4.0,2.0,6.0,4.0,2.0,7.0,13.0,,,3.0,2.0,15.0,10.0,,15.0,
2011-04-11,1.0,7.0,11.0,1.0,4.0,3.0,3.0,11.0,,4.0,14.0,2.0,2.0,3.0,,9.0,20.0,2.0,12.0,1.0
2011-04-12,,6.0,23.0,,8.0,1.0,,11.0,3.0,10.0,18.0,1.0,,,2.0,14.0,5.0,,12.0,
2011-04-13,1.0,1.0,40.0,1.0,6.0,2.0,8.0,3.0,3.0,7.0,10.0,,1.0,1.0,2.0,17.0,17.0,,7.0,1.0
2011-04-14,3.0,1.0,44.0,,11.0,4.0,2.0,7.0,1.0,16.0,6.0,1.0,1.0,,3.0,5.0,18.0,3.0,8.0,1.0
2011-04-15,,8.0,27.0,,4.0,5.0,2.0,12.0,1.0,6.0,14.0,2.0,2.0,1.0,2.0,10.0,24.0,5.0,7.0,
2011-04-16,,3.0,27.0,1.0,4.0,4.0,6.0,4.0,2.0,8.0,18.0,1.0,1.0,4.0,3.0,8.0,17.0,,8.0,1.0
2011-04-17,2.0,4.0,26.0,,2.0,8.0,6.0,1.0,4.0,4.0,8.0,,2.0,2.0,5.0,9.0,16.0,,9.0,
2011-04-18,1.0,4.0,36.0,2.0,6.0,2.0,3.0,7.0,5.0,1.0,12.0,1.0,2.0,2.0,1.0,10.0,24.0,1.0,13.0,
2011-04-19,3.0,5.0,46.0,1.0,5.0,3.0,2.0,8.0,1.0,16.0,11.0,1.0,1.0,2.0,1.0,7.0,14.0,2.0,8.0,
2011-04-20,,2.0,30.0,,4.0,5.0,8.0,8.0,4.0,11.0,10.0,,4.0,,1.0,8.0,22.0,,14.0,1.0
2011-04-21,3.0,3.0,40.0,,5.0,4.0,5.0,10.0,2.0,9.0,14.0,,2.0,1.0,4.0,11.0,20.0,,11.0,3.0
2011-04-22,1.0,3.0,25.0,,5.0,2.0,3.0,7.0,3.0,11.0,15.0,,,1.0,3.0,14.0,37.0,1.0,8.0,
2011-04-23,,5.0,14.0,1.0,5.0,6.0,2.0,3.0,3.0,10.0,9.0,1.0,3.0,1.0,5.0,9.0,19.0,,8.0,1.0
2011-04-24,2.0,4.0,26.0,,9.0,4.0,2.0,3.0,3.0,4.0,14.0,,1.0,3.0,5.0,6.0,10.0,,8.0,
2011-04-25,2.0,5.0,30.0,3.0,4.0,,2.0,4.0,1.0,4.0,16.0,3.0,3.0,,3.0,8.0,22.0,,9.0,2.0
2011-04-26,,1.0,29.0,,2.0,1.0,5.0,15.0,,12.0,19.0,1.0,3.0,1.0,4.0,13.0,16.0,7.0,12.0,1.0
2011-04-27,1.0,2.0,32.0,2.0,4.0,3.0,3.0,6.0,2.0,7.0,24.0,,,,3.0,10.0,17.0,5.0,16.0,
2011-04-28,2.0,2.0,31.0,1.0,1.0,3.0,6.0,3.0,3.0,7.0,18.0,2.0,1.0,3.0,4.0,6.0,14.0,,11.0,2.0
2011-04-29,1.0,6.0,26.0,,2.0,5.0,2.0,6.0,5.0,7.0,21.0,,1.0,2.0,2.0,6.0,13.0,,10.0,
2011-04-30,,10.0,23.0,3.0,4.0,1.0,2.0,5.0,3.0,12.0,21.0,,2.0,1.0,7.0,3.0,19.0,,12.0,2.0
2011-05-01,1.0,7.0,27.0,,2.0,4.0,2.0,3.0,2.0,8.0,6.0,,3.0,3.0,5.0,4.0,13.0,1.0,9.0,1.0
2011-05-02,3.0,9.0,20.0,4.0,4.0,2.0,4.0,9.0,3.0,7.0,25.0,,,,3.0,6.0,29.0,,14.0,1.0
2011-05-03,3.0,6.0,43.0,2.0,7.0,2.0,9.0,9.0,6.0,15.0,18.0,2.0,6.0,1.0,4.0,9.0,21.0,1.0,7.0,1.0
2011-05-04,1.0,2.0,23.0,1.0,4.0,4.0,5.0,10.0,4.0,10.0,12.0,1.0,2.0,3.0,3.0,8.0,17.0,1.0,4.0,2.0
2011-05-05,1.0,2.0,29.0,2.0,2.0,2.0,8.0,4.0,4.0,9.0,6.0,1.0,6.0,2.0,3.0,9.0,24.0,1.0,2.0,1.0
2011-05-06,1.0,1.0,27.0,1.0,,4.0,7.0,7.0,1.0,8.0,17.0,,2.0,2.0,5.0,8.0,21.0,,10.0,1.0
2011-05-07,,3.0,24.0,2.0,4.0,5.0,8.0,3.0,4.0,9.0,14.0,1.0,4.0,,3.0,6.0,23.0,1.0,14.0,
2011-05-08,1.0,2.0,11.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,12.0,1.0,1.0,,2.0,8.0,20.0,,9.0,
2011-05-09,,4.0,12.0,2.0,6.0,1.0,2.0,9.0,,1.0,18.0,,2.0,1.0,3.0,10.0,24.0,1.0,10.0,1.0
2011-05-10,1.0,5.0,20.0,,4.0,1.0,4.0,4.0,4.0,6.0,16.0,3.0,5.0,1.0,1.0,3.0,26.0,4.0,9.0,
2011-05-11,,7.0,20.0,2.0,6.0,2.0,9.0,4.0,3.0,13.0,20.0,2.0,4.0,1.0,4.0,11.0,21.0,,10.0,1.0
2011-05-12,,3.0,28.0,,5.0,2.0,,6.0,6.0,8.0,23.0,,3.0,2.0,4.0,6.0,24.0,5.0,7.0,
2011-05-13,,2.0,29.0,,5.0,1.0,3.0,10.0,1.0,8.0,15.0,,1.0,1.0,2.0,7.0,22.0,5.0,12.0,3.0
2011-05-14,1.0,2.0,29.0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,9.0,1.0,1.0,1.0,3.0,8.0,16.0,1.0,12.0,1.0
2011-05-15,,3.0,18.0,,4.0,1.0,3.0,2.0,5.0,4.0,9.0,,1.0,3.0,4.0,11.0,14.0,,7.0,1.0
2011-05-16,,3.0,17.0,1.0,5.0,2.0,1.0,3.0,2.0,3.0,16.0,2.0,3.0,3.0,2.0,7.0,22.0,1.0,10.0,2.0
2011-05-17,,2.0,14.0,,2.0,1.0,2.0,7.0,6.0,6.0,13.0,1.0,5.0,1.0,,14.0,19.0,,7.0,
2011-05-18,,7.0,31.0,,6.0,3.0,6.0,9.0,2.0,8.0,13.0,,1.0,4.0,1.0,6.0,32.0,2.0,8.0,3.0
2011-05-19,,2.0,25.0,3.0,2.0,3.0,,3.0,2.0,6.0,8.0,1.0,,1.0,1.0,5.0,26.0,2.0,11.0,
2011-05-20,1.0,3.0,18.0,,4.0,3.0,8.0,5.0,4.0,8.0,11.0,1.0,2.0,2.0,1.0,3.0,19.0,1.0,6.0,
2011-05-21,2.0,4.0,23.0,1.0,7.0,4.0,6.0,5.0,3.0,7.0,18.0,1.0,2.0,2.0,5.0,9.0,19.0,1.0,12.0,
2011-05-22,1.0,9.0,22.0,1.0,5.0,3.0,6.0,3.0,3.0,3.0,17.0,1.0,4.0,5.0,6.0,8.0,24.0,,18.0,1.0
2011-05-23,3.0,,13.0,1.0,4.0,2.0,,7.0,1.0,2.0,12.0,,1.0,3.0,1.0,9.0,22.0,1.0,13.0,
2011-05-24,,7.0,32.0,,4.0,1.0,6.0,9.0,1.0,16.0,26.0,1.0,5.0,3.0,4.0,10.0,19.0,2.0,12.0,1.0
2011-05-25,2.0,9.0,23.0,,8.0,1.0,4.0,6.0,4.0,7.0,11.0,1.0,2.0,2.0,2.0,10.0,27.0,1.0,8.0,
2011-05-26,,8.0,37.0,1.0,6.0,2.0,2.0,3.0,1.0,9.0,14.0,1.0,,3.0,3.0,7.0,27.0,1.0,8.0,2.0
2011-05-27,,8.0,31.0,4.0,5.0,3.0,3.0,6.0,1.0,10.0,16.0,,3.0,1.0,3.0,3.0,31.0,1.0,11.0,1.0
2011-05-28,,9.0,45.0,1.0,4.0,4.0,9.0,3.0,2.0,14.0,8.0,,2.0,1.0,2.0,8.0,27.0,2.0,10.0,2.0
2011-05-29,,8.0,46.0,1.0,3.0,6.0,4.0,1.0,3.0,3.0,13.0,,2.0,1.0,4.0,5.0,20.0,,13.0,
2011-05-30,,8.0,21.0,2.0,10.0,4.0,3.0,1.0,6.0,3.0,17.0,,2.0,3.0,,4.0,16.0,,10.0,1.0
2011-05-31,1.0,5.0,20.0,2.0,4.0,2.0,2.0,6.0,4.0,5.0,13.0,1.0,4.0,2.0,7.0,14.0,20.0,1.0,11.0,2.0
2011-06-01,,2.0,33.0,,11.0,1.0,4.0,9.0,3.0,11.0,13.0,,4.0,2.0,8.0,13.0,19.0,1.0,7.0,2.0
2011-06-02,,6.0,27.0,1.0,5.0,2.0,3.0,6.0,5.0,9.0,16.0,1.0,2.0,2.0,,13.0,25.0,1.0,6.0,
2011-06-03,1.0,6.0,30.0,3.0,6.0,4.0,2.0,9.0,,13.0,12.0,,3.0,,2.0,15.0,26.0,1.0,12.0,2.0
2011-06-04,2.0,5.0,28.0,,4.0,5.0,6.0,3.0,6.0,9.0,14.0,,1.0,2.0,4.0,9.0,23.0,1.0,15.0,
2011-06-05,2.0,4.0,11.0,1.0,5.0,8.0,1.0,3.0,2.0,4.0,13.0,2.0,,3.0,2.0,7.0,22.0,2.0,9.0,
2011-06-06,1.0,4.0,17.0,,5.0,3.0,1.0,9.0,9.0,5.0,13.0,3.0,4.0,1.0,3.0,7.0,25.0,,3.0,1.0
2011-06-07,2.0,1.0,30.0,1.0,6.0,1.0,1.0,9.0,4.0,14.0,5.0,,4.0,2.0,1.0,13.0,29.0,,12.0,1.0
2011-06-08,,3.0,30.0,2.0,2.0,1.0,4.0,3.0,4.0,6.0,15.0,1.0,3.0,1.0,3.0,9.0,23.0,,7.0,
2011-06-09,,2.0,38.0,1.0,3.0,4.0,6.0,5.0,1.0,6.0,10.0,3.0,2.0,3.0,4.0,9.0,25.0,,9.0,
2011-06-10,,5.0,22.0,1.0,9.0,3.0,7.0,8.0,3.0,6.0,15.0,,3.0,2.0,4.0,14.0,27.0,3.0,6.0,
2011-06-11,,5.0,36.0,1.0,3.0,8.0,6.0,3.0,,4.0,14.0,1.0,4.0,3.0,4.0,13.0,28.0,2.0,7.0,2.0
2011-06-12,3.0,4.0,9.0,,6.0,2.0,1.0,1.0,2.0,3.0,15.0,2.0,2.0,1.0,3.0,11.0,13.0,,12.0,1.0
2011-06-13,5.0,6.0,24.0,6.0,12.0,4.0,1.0,8.0,5.0,7.0,16.0,1.0,3.0,4.0,2.0,13.0,34.0,3.0,13.0,1.0
2011-06-14,1.0,6.0,32.0,1.0,5.0,3.0,2.0,10.0,8.0,9.0,17.0,,2.0,,4.0,14.0,20.0,7.0,4.0,1.0
2011-06-15,,,50.0,,11.0,2.0,4.0,7.0,5.0,19.0,8.0,,2.0,2.0,2.0,10.0,42.0,4.0,6.0,1.0
2011-06-16,,2.0,32.0,,5.0,2.0,5.0,9.0,5.0,8.0,23.0,1.0,,2.0,5.0,8.0,36.0,2.0,11.0,1.0
2011-06-17,1.0,2.0,28.0,4.0,7.0,3.0,3.0,6.0,2.0,11.0,12.0,,1.0,2.0,1.0,6.0,18.0,1.0,7.0,1.0
2011-06-18,1.0,7.0,44.0,,5.0,4.0,7.0,9.0,5.0,10.0,18.0,,3.0,2.0,5.0,9.0,29.0,2.0,9.0,1.0
2011-06-19,3.0,7.0,53.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0,12.0,,1.0,1.0,4.0,12.0,21.0,1.0,13.0,
2011-06-20,,2.0,26.0,3.0,6.0,2.0,,9.0,5.0,3.0,13.0,4.0,1.0,,1.0,8.0,31.0,,10.0,1.0
2011-06-21,2.0,3.0,47.0,,8.0,5.0,2.0,6.0,,5.0,9.0,,2.0,2.0,1.0,12.0,25.0,,12.0,
2011-06-22,5.0,6.0,36.0,,8.0,4.0,,6.0,4.0,10.0,16.0,,2.0,3.0,8.0,12.0,33.0,,8.0,
2011-06-23,,1.0,66.0,2.0,12.0,5.0,1.0,7.0,1.0,11.0,16.0,1.0,4.0,2.0,7.0,13.0,27.0,5.0,12.0,
2011-06-24,1.0,6.0,42.0,2.0,5.0,4.0,4.0,3.0,3.0,7.0,17.0,,2.0,2.0,5.0,13.0,32.0,4.0,13.0,1.0
2011-06-25,,2.0,34.0,1.0,6.0,7.0,8.0,6.0,3.0,4.0,21.0,2.0,3.0,1.0,11.0,10.0,29.0,3.0,9.0,
2011-06-26,1.0,6.0,43.0,1.0,2.0,6.0,6.0,2.0,3.0,2.0,8.0,1.0,1.0,2.0,7.0,9.0,23.0,1.0,14.0,
2011-06-27,,,43.0,,10.0,2.0,,7.0,7.0,2.0,9.0,,5.0,1.0,6.0,7.0,28.0,,17.0,
2011-06-28,,4.0,55.0,1.0,8.0,3.0,5.0,3.0,5.0,4.0,11.0,2.0,5.0,4.0,6.0,5.0,21.0,,8.0,1.0
2011-06-29,4.0,4.0,62.0,2.0,9.0,3.0,3.0,9.0,9.0,17.0,18.0,,1.0,,3.0,12.0,29.0,,16.0,1.0
2011-06-30,2.0,4.0,33.0,,7.0,3.0,1.0,10.0,3.0,9.0,17.0,,4.0,,4.0,10.0,17.0,1.0,9.0,1.0
2011-07-01,1.0,3.0,47.0,,6.0,4.0,5.0,8.0,3.0,7.0,12.0,,1.0,2.0,3.0,5.0,20.0,2.0,7.0,1.0
2011-07-02,1.0,6.0,35.0,,1.0,6.0,9.0,2.0,3.0,8.0,19.0,1.0,2.0,2.0,7.0,9.0,16.0,1.0,9.0,2.0
2011-07-03,,7.0,27.0,3.0,6.0,4.0,4.0,2.0,3.0,5.0,17.0,1.0,5.0,3.0,6.0,8.0,24.0,1.0,10.0,1.0
2011-07-04,2.0,7.0,27.0,,4.0,3.0,4.0,1.0,5.0,4.0,12.0,1.0,1.0,,6.0,5.0,20.0,,11.0,1.0
2011-07-05,1.0,6.0,40.0,1.0,6.0,1.0,6.0,6.0,5.0,13.0,11.0,3.0,5.0,,3.0,6.0,17.0,3.0,9.0,1.0
2011-07-06,2.0,2.0,35.0,5.0,9.0,,3.0,7.0,4.0,13.0,13.0,3.0,4.0,2.0,6.0,10.0,28.0,1.0,12.0,1.0
2011-07-07,2.0,1.0,44.0,,15.0,5.0,2.0,4.0,4.0,14.0,8.0,,4.0,,7.0,6.0,24.0,,12.0,1.0
2011-07-08,,1.0,29.0,,7.0,3.0,1.0,10.0,5.0,11.0,12.0,,6.0,2.0,4.0,9.0,32.0,,12.0,1.0
2011-07-09,1.0,6.0,18.0,1.0,5.0,6.0,,2.0,7.0,8.0,7.0,,1.0,2.0,1.0,9.0,17.0,1.0,11.0,1.0
2011-07-10,1.0,2.0,30.0,1.0,3.0,4.0,3.0,1.0,4.0,5.0,16.0,,2.0,,4.0,14.0,19.0,1.0,10.0,
2011-07-11,1.0,5.0,31.0,1.0,6.0,1.0,1.0,6.0,7.0,2.0,9.0,2.0,3.0,2.0,4.0,13.0,20.0,,17.0,1.0
2011-07-12,1.0,2.0,29.0,,7.0,1.0,3.0,7.0,3.0,11.0,17.0,,5.0,,4.0,6.0,27.0,3.0,10.0,
2011-07-13,,3.0,39.0,,3.0,3.0,,9.0,4.0,8.0,17.0,2.0,6.0,,2.0,9.0,27.0,2.0,16.0,
2011-07-14,2.0,2.0,30.0,,5.0,3.0,3.0,4.0,1.0,6.0,13.0,2.0,2.0,,1.0,9.0,20.0,3.0,11.0,3.0
2011-07-15,2.0,3.0,13.0,,6.0,2.0,2.0,2.0,7.0,11.0,14.0,1.0,3.0,2.0,3.0,15.0,29.0,1.0,10.0,1.0
2011-07-16,4.0,4.0,31.0,5.0,4.0,8.0,3.0,1.0,4.0,4.0,16.0,1.0,2.0,2.0,1.0,7.0,28.0,,13.0,
2011-07-17,1.0,6.0,38.0,1.0,4.0,1.0,6.0,1.0,3.0,5.0,8.0,,2.0,3.0,4.0,13.0,20.0,,15.0,
2011-07-18,1.0,4.0,22.0,3.0,8.0,3.0,1.0,4.0,2.0,5.0,17.0,5.0,3.0,2.0,6.0,11.0,33.0,1.0,12.0,
2011-07-19,2.0,3.0,45.0,,6.0,2.0,1.0,3.0,7.0,8.0,12.0,1.0,1.0,1.0,9.0,13.0,22.0,1.0,2.0,1.0
2011-07-20,4.0,3.0,51.0,1.0,7.0,4.0,2.0,10.0,3.0,14.0,9.0,,2.0,,,9.0,25.0,1.0,9.0,
2011-07-21,,5.0,37.0,,10.0,3.0,2.0,2.0,,9.0,18.0,2.0,6.0,3.0,10.0,13.0,19.0,,8.0,
2011-07-22,,3.0,40.0,1.0,5.0,1.0,2.0,8.0,11.0,8.0,8.0,1.0,2.0,3.0,3.0,7.0,20.0,,5.0,1.0
2011-07-23,1.0,7.0,31.0,,9.0,2.0,3.0,3.0,8.0,11.0,11.0,1.0,2.0,1.0,4.0,6.0,24.0,1.0,4.0,
2011-07-24,4.0,4.0,22.0,1.0,3.0,3.0,,1.0,3.0,4.0,10.0,,3.0,2.0,3.0,9.0,16.0,,16.0,
2011-07-25,1.0,3.0,17.0,3.0,8.0,2.0,2.0,5.0,9.0,1.0,16.0,,3.0,3.0,5.0,12.0,23.0,,15.0,1.0
2011-07-26,1.0,10.0,36.0,2.0,8.0,2.0,1.0,12.0,5.0,17.0,13.0,,2.0,1.0,3.0,8.0,25.0,,11.0,
2011-07-27,,4.0,47.0,1.0,7.0,2.0,6.0,3.0,11.0,7.0,13.0,,3.0,5.0,4.0,12.0,24.0,1.0,12.0,
2011-07-28,1.0,6.0,44.0,2.0,8.0,1.0,1.0,1.0,5.0,10.0,15.0,,5.0,8.0,2.0,5.0,30.0,,17.0,1.0
2011-07-29,1.0,4.0,29.0,1.0,8.0,6.0,3.0,4.0,1.0,12.0,7.0,1.0,6.0,1.0,3.0,14.0,24.0,2.0,21.0,3.0
2011-07-30,,3.0,29.0,,3.0,2.0,3.0,7.0,5.0,3.0,10.0,1.0,3.0,1.0,1.0,16.0,23.0,,10.0,
2011-07-31,,5.0,18.0,,5.0,2.0,5.0,4.0,8.0,2.0,10.0,,4.0,1.0,3.0,9.0,13.0,,12.0,
2011-08-01,2.0,3.0,18.0,1.0,10.0,1.0,1.0,6.0,4.0,7.0,5.0,2.0,6.0,,3.0,4.0,28.0,,14.0,
2011-08-02,,3.0,33.0,1.0,11.0,2.0,4.0,11.0,2.0,11.0,9.0,,4.0,1.0,3.0,10.0,14.0,11.0,12.0,
2011-08-03,,5.0,27.0,1.0,6.0,3.0,3.0,5.0,4.0,5.0,10.0,3.0,2.0,4.0,,4.0,26.0,,8.0,
2011-08-04,,3.0,24.0,2.0,5.0,2.0,2.0,5.0,5.0,12.0,10.0,2.0,3.0,1.0,5.0,17.0,18.0,,12.0,
2011-08-05,1.0,4.0,22.0,2.0,7.0,,2.0,4.0,6.0,6.0,10.0,1.0,6.0,1.0,6.0,13.0,20.0,1.0,21.0,1.0
2011-08-06,2.0,4.0,18.0,1.0,7.0,6.0,4.0,,5.0,11.0,15.0,,4.0,1.0,5.0,13.0,21.0,2.0,12.0,1.0
2011-08-07,,2.0,22.0,4.0,7.0,3.0,1.0,1.0,3.0,1.0,24.0,,1.0,1.0,2.0,5.0,18.0,2.0,17.0,1.0
2011-08-08,1.0,3.0,22.0,2.0,9.0,,,8.0,16.0,3.0,15.0,,5.0,,2.0,8.0,34.0,3.0,8.0,
2011-08-09,,3.0,44.0,,5.0,1.0,3.0,5.0,14.0,10.0,10.0,,4.0,,4.0,8.0,25.0,2.0,9.0,1.0
2011-08-10,1.0,7.0,65.0,3.0,12.0,2.0,,4.0,6.0,8.0,14.0,2.0,5.0,2.0,4.0,7.0,19.0,1.0,16.0,1.0
2011-08-11,,2.0,37.0,2.0,10.0,1.0,2.0,10.0,6.0,7.0,13.0,1.0,4.0,1.0,1.0,12.0,23.0,1.0,5.0,1.0
2011-08-12,1.0,2.0,61.0,2.0,11.0,5.0,12.0,10.0,5.0,9.0,18.0,,5.0,1.0,4.0,11.0,32.0,,12.0,
2011-08-13,1.0,,46.0,5.0,11.0,12.0,4.0,1.0,6.0,11.0,14.0,,1.0,1.0,7.0,6.0,16.0,1.0,8.0,1.0
2011-08-14,2.0,2.0,34.0,,8.0,2.0,,5.0,4.0,3.0,15.0,1.0,4.0,1.0,1.0,10.0,13.0,,19.0,
2011-08-15,3.0,8.0,32.0,5.0,6.0,3.0,2.0,5.0,8.0,3.0,13.0,1.0,7.0,,1.0,7.0,24.0,3.0,20.0,1.0
2011-08-16,,1.0,53.0,1.0,10.0,5.0,6.0,8.0,5.0,18.0,10.0,1.0,3.0,,1.0,10.0,28.0,3.0,12.0,
2011-08-17,1.0,1.0,58.0,2.0,4.0,1.0,4.0,9.0,3.0,17.0,17.0,2.0,5.0,5.0,2.0,10.0,28.0,,9.0,
2011-08-18,1.0,,36.0,2.0,7.0,2.0,2.0,5.0,9.0,6.0,9.0,,3.0,5.0,5.0,12.0,23.0,1.0,12.0,1.0
2011-08-19,1.0,,22.0,1.0,7.0,4.0,3.0,7.0,4.0,7.0,10.0,,2.0,1.0,2.0,17.0,20.0,,11.0,
2011-08-20,2.0,3.0,48.0,,8.0,3.0,4.0,3.0,2.0,13.0,10.0,,1.0,1.0,2.0,14.0,23.0,,13.0,2.0
2011-08-21,,5.0,22.0,1.0,12.0,3.0,1.0,4.0,3.0,4.0,11.0,1.0,1.0,3.0,6.0,9.0,9.0,1.0,17.0,1.0
2011-08-22,6.0,2.0,28.0,2.0,5.0,1.0,,5.0,4.0,3.0,5.0,,3.0,,3.0,10.0,24.0,,15.0,
2011-08-23,3.0,1.0,36.0,3.0,8.0,4.0,1.0,5.0,6.0,9.0,6.0,2.0,2.0,2.0,5.0,4.0,28.0,,10.0,1.0
2011-08-24,4.0,2.0,39.0,1.0,7.0,2.0,2.0,3.0,1.0,7.0,6.0,2.0,3.0,,3.0,14.0,25.0,1.0,7.0,1.0
2011-08-25,1.0,2.0,36.0,2.0,9.0,3.0,1.0,4.0,4.0,7.0,11.0,2.0,4.0,2.0,6.0,18.0,9.0,,7.0,1.0
2011-08-26,,4.0,33.0,2.0,7.0,,1.0,6.0,6.0,7.0,13.0,1.0,3.0,1.0,3.0,5.0,18.0,,9.0,
2011-08-27,2.0,7.0,23.0,3.0,3.0,5.0,,2.0,5.0,2.0,10.0,,,3.0,2.0,8.0,6.0,2.0,7.0,
2011-08-28,2.0,2.0,14.0,1.0,4.0,3.0,,2.0,2.0,5.0,10.0,,2.0,5.0,,7.0,10.0,,8.0,1.0
2011-08-29,2.0,3.0,23.0,3.0,9.0,4.0,2.0,3.0,6.0,1.0,12.0,2.0,4.0,6.0,1.0,13.0,20.0,,13.0,
2011-08-30,4.0,1.0,62.0,1.0,6.0,2.0,8.0,6.0,5.0,6.0,11.0,1.0,3.0,2.0,2.0,8.0,23.0,,14.0,2.0
2011-08-31,,4.0,56.0,,7.0,3.0,1.0,11.0,4.0,4.0,9.0,1.0,3.0,1.0,2.0,10.0,20.0,1.0,12.0,
2011-09-01,3.0,2.0,36.0,,9.0,2.0,1.0,8.0,10.0,14.0,15.0,,3.0,1.0,1.0,7.0,23.0,,11.0,
2011-09-02,,2.0,52.0,1.0,6.0,4.0,5.0,4.0,,6.0,11.0,1.0,2.0,,1.0,7.0,19.0,3.0,11.0,3.0
2011-09-03,5.0,2.0,50.0,1.0,3.0,6.0,2.0,4.0,3.0,13.0,10.0,,1.0,1.0,3.0,5.0,26.0,3.0,11.0,
2011-09-04,1.0,7.0,19.0,,7.0,8.0,3.0,1.0,3.0,7.0,11.0,,,2.0,4.0,5.0,15.0,,11.0,
2011-09-05,2.0,4.0,20.0,,6.0,1.0,6.0,2.0,5.0,7.0,19.0,,,2.0,4.0,11.0,17.0,,15.0,
2011-09-06,2.0,1.0,10.0,3.0,12.0,6.0,2.0,4.0,3.0,9.0,7.0,,3.0,3.0,3.0,6.0,25.0,,11.0,
2011-09-07,,,41.0,,1.0,3.0,4.0,7.0,6.0,10.0,16.0,,3.0,2.0,3.0,8.0,15.0,3.0,8.0,1.0
2011-09-08,,1.0,21.0,1.0,6.0,3.0,4.0,9.0,7.0,9.0,16.0,,3.0,,2.0,15.0,24.0,3.0,10.0,
2011-09-09,1.0,4.0,34.0,2.0,2.0,6.0,3.0,1.0,2.0,14.0,15.0,2.0,,2.0,3.0,9.0,29.0,1.0,9.0,
2011-09-10,,5.0,52.0,,7.0,4.0,5.0,4.0,3.0,5.0,13.0,1.0,,2.0,7.0,9.0,24.0,1.0,12.0,2.0
2011-09-11,2.0,3.0,30.0,1.0,6.0,4.0,1.0,1.0,4.0,2.0,14.0,,2.0,5.0,1.0,5.0,12.0,1.0,15.0,
2011-09-12,,6.0,10.0,2.0,8.0,5.0,1.0,7.0,5.0,3.0,16.0,1.0,5.0,1.0,3.0,11.0,21.0,1.0,14.0,2.0
