Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2009-04-18,3.0,7.0,33.0,,3.0,9.0,4.0,9.0,,7.0,12.0,,2.0,2.0,4.0,16.0,16.0,1.0,14.0,
2009-04-19,5.0,2.0,12.0,1.0,6.0,4.0,7.0,4.0,4.0,6.0,12.0,,6.0,3.0,3.0,4.0,17.0,,17.0,
2009-04-20,,1.0,11.0,,2.0,3.0,1.0,6.0,2.0,3.0,10.0,1.0,3.0,,,12.0,19.0,1.0,12.0,
2009-04-21,,5.0,16.0,1.0,4.0,3.0,5.0,5.0,1.0,10.0,15.0,1.0,3.0,4.0,1.0,10.0,21.0,3.0,6.0,
2009-04-22,2.0,3.0,31.0,,6.0,3.0,4.0,11.0,1.0,12.0,16.0,1.0,3.0,4.0,6.0,16.0,19.0,1.0,10.0,1.0
2009-04-23,1.0,7.0,33.0,,7.0,1.0,5.0,4.0,,8.0,11.0,1.0,8.0,3.0,2.0,6.0,21.0,2.0,15.0,
2009-04-24,1.0,4.0,32.0,,4.0,6.0,6.0,5.0,2.0,6.0,12.0,1.0,2.0,,3.0,10.0,20.0,4.0,17.0,
2009-04-25,2.0,8.0,33.0,1.0,4.0,5.0,6.0,3.0,1.0,13.0,16.0,1.0,6.0,1.0,5.0,8.0,25.0,1.0,13.0,4.0
2009-04-26,2.0,2.0,22.0,,2.0,3.0,6.0,5.0,,2.0,15.0,,,4.0,3.0,2.0,16.0,,14.0,
2009-04-27,1.0,9.0,14.0,,8.0,4.0,1.0,3.0,,5.0,10.0,,4.0,3.0,2.0,18.0,18.0,,20.0,
2009-04-28,1.0,6.0,17.0,3.0,3.0,2.0,13.0,4.0,1.0,11.0,14.0,,4.0,,4.0,5.0,17.0,4.0,10.0,
2009-04-29,,6.0,21.0,,6.0,3.0,7.0,7.0,2.0,17.0,17.0,,3.0,3.0,1.0,9.0,20.0,3.0,8.0,2.0
2009-04-30,,5.0,35.0,,2.0,2.0,3.0,6.0,1.0,8.0,12.0,1.0,5.0,3.0,3.0,4.0,11.0,3.0,8.0,2.0
2009-05-01,,2.0,25.0,2.0,6.0,5.0,5.0,7.0,,13.0,13.0,,4.0,2.0,3.0,5.0,16.0,2.0,12.0,3.0
2009-05-02,1.0,7.0,20.0,1.0,1.0,4.0,9.0,3.0,,13.0,11.0,,1.0,1.0,1.0,3.0,23.0,2.0,6.0,1.0
2009-05-03,1.0,5.0,21.0,3.0,5.0,5.0,2.0,2.0,,5.0,18.0,2.0,1.0,1.0,7.0,7.0,8.0,,10.0,
2009-05-04,1.0,4.0,21.0,,14.0,1.0,,8.0,2.0,1.0,10.0,1.0,3.0,6.0,3.0,11.0,12.0,,10.0,1.0
2009-05-05,1.0,3.0,25.0,1.0,7.0,1.0,2.0,5.0,,10.0,16.0,,3.0,,1.0,17.0,24.0,4.0,15.0,
2009-05-06,,,26.0,,2.0,6.0,2.0,7.0,1.0,7.0,15.0,,3.0,2.0,,12.0,19.0,1.0,11.0,2.0
2009-05-07,2.0,2.0,28.0,1.0,8.0,4.0,1.0,6.0,2.0,11.0,12.0,3.0,9.0,2.0,2.0,13.0,26.0,3.0,11.0,
2009-05-08,3.0,5.0,12.0,,5.0,6.0,2.0,8.0,2.0,7.0,14.0,2.0,3.0,1.0,2.0,6.0,18.0,2.0,16.0,2.0
2009-05-09,,10.0,17.0,2.0,5.0,3.0,3.0,4.0,1.0,10.0,19.0,,9.0,1.0,6.0,11.0,20.0,1.0,11.0,2.0
2009-05-10,,8.0,27.0,,5.0,6.0,3.0,3.0,2.0,2.0,13.0,2.0,4.0,2.0,5.0,19.0,9.0,,21.0,
2009-05-11,1.0,2.0,17.0,2.0,8.0,1.0,6.0,7.0,1.0,1.0,16.0,1.0,4.0,2.0,2.0,5.0,22.0,,8.0,2.0
2009-05-12,1.0,9.0,33.0,1.0,4.0,1.0,3.0,2.0,1.0,11.0,25.0,3.0,6.0,2.0,6.0,6.0,25.0,,10.0,
2009-05-13,,6.0,15.0,,5.0,4.0,7.0,8.0,2.0,9.0,15.0,,7.0,4.0,8.0,6.0,17.0,3.0,12.0,
2009-05-14,2.0,4.0,17.0,2.0,3.0,1.0,1.0,8.0,4.0,3.0,20.0,2.0,4.0,,1.0,10.0,14.0,,15.0,1.0
2009-05-15,1.0,4.0,25.0,,4.0,3.0,2.0,5.0,,5.0,14.0,2.0,5.0,,1.0,7.0,13.0,3.0,11.0,1.0
2009-05-16,,12.0,26.0,,3.0,7.0,8.0,5.0,1.0,10.0,16.0,1.0,5.0,1.0,1.0,6.0,19.0,1.0,19.0,1.0
2009-05-17,6.0,3.0,27.0,2.0,2.0,2.0,9.0,5.0,3.0,4.0,7.0,,4.0,3.0,8.0,11.0,13.0,2.0,13.0,
2009-05-18,1.0,5.0,25.0,,5.0,5.0,2.0,11.0,,6.0,11.0,3.0,8.0,,3.0,8.0,14.0,,20.0,1.0
2009-05-19,3.0,6.0,18.0,,4.0,,3.0,7.0,2.0,3.0,12.0,1.0,6.0,7.0,3.0,7.0,23.0,2.0,14.0,
2009-05-20,1.0,1.0,24.0,1.0,5.0,5.0,5.0,4.0,,8.0,16.0,2.0,3.0,,4.0,9.0,33.0,3.0,11.0,1.0
2009-05-21,,5.0,25.0,1.0,4.0,3.0,2.0,7.0,2.0,10.0,16.0,3.0,4.0,2.0,,10.0,20.0,1.0,17.0,1.0
2009-05-22,3.0,4.0,25.0,1.0,2.0,4.0,4.0,10.0,1.0,9.0,14.0,1.0,3.0,3.0,4.0,7.0,15.0,2.0,7.0,
2009-05-23,6.0,2.0,42.0,,5.0,7.0,8.0,2.0,1.0,2.0,27.0,,1.0,,1.0,10.0,22.0,2.0,17.0,1.0
2009-05-24,3.0,4.0,32.0,3.0,5.0,4.0,10.0,5.0,2.0,12.0,14.0,,5.0,5.0,4.0,8.0,20.0,,11.0,
2009-05-25,1.0,3.0,34.0,,4.0,3.0,4.0,,,6.0,17.0,,3.0,2.0,3.0,4.0,16.0,,9.0,1.0
2009-05-26,,6.0,30.0,,7.0,4.0,4.0,8.0,1.0,5.0,18.0,2.0,3.0,4.0,,10.0,16.0,2.0,9.0,
2009-05-27,3.0,3.0,27.0,1.0,2.0,2.0,5.0,2.0,,10.0,18.0,,6.0,,,6.0,21.0,2.0,8.0,1.0
2009-05-28,2.0,5.0,28.0,,5.0,1.0,5.0,7.0,,6.0,16.0,2.0,1.0,3.0,3.0,10.0,18.0,4.0,16.0,1.0
2009-05-29,,,22.0,,,1.0,3.0,10.0,1.0,5.0,15.0,1.0,3.0,1.0,4.0,10.0,21.0,,13.0,1.0
2009-05-30,,5.0,42.0,1.0,3.0,6.0,5.0,1.0,,12.0,16.0,1.0,6.0,1.0,5.0,10.0,19.0,,23.0,
2009-05-31,1.0,5.0,57.0,,2.0,7.0,6.0,2.0,,6.0,19.0,,1.0,1.0,10.0,11.0,11.0,1.0,16.0,1.0
2009-06-01,1.0,3.0,13.0,1.0,4.0,2.0,2.0,8.0,,2.0,15.0,,4.0,1.0,3.0,10.0,27.0,,17.0,
2009-06-02,2.0,4.0,26.0,1.0,1.0,3.0,3.0,8.0,,9.0,18.0,1.0,1.0,2.0,5.0,11.0,20.0,1.0,15.0,1.0
2009-06-03,,2.0,28.0,,5.0,4.0,,10.0,,8.0,21.0,1.0,4.0,,,12.0,27.0,3.0,13.0,1.0
2009-06-04,1.0,3.0,20.0,,6.0,2.0,1.0,8.0,1.0,3.0,20.0,2.0,4.0,4.0,4.0,10.0,21.0,,12.0,
2009-06-05,8.0,6.0,10.0,,2.0,3.0,1.0,5.0,4.0,6.0,8.0,1.0,7.0,1.0,2.0,6.0,24.0,,5.0,1.0
2009-06-06,2.0,2.0,29.0,,7.0,5.0,4.0,4.0,,10.0,14.0,1.0,4.0,,3.0,10.0,24.0,3.0,8.0,1.0
2009-06-07,2.0,9.0,54.0,,3.0,8.0,16.0,2.0,,3.0,19.0,1.0,4.0,1.0,,11.0,20.0,2.0,23.0,1.0
2009-06-08,4.0,6.0,26.0,,8.0,1.0,5.0,12.0,1.0,8.0,14.0,1.0,3.0,2.0,2.0,7.0,14.0,4.0,18.0,1.0
2009-06-09,2.0,1.0,33.0,2.0,6.0,2.0,2.0,12.0,,28.0,9.0,2.0,1.0,1.0,1.0,7.0,24.0,4.0,16.0,3.0
2009-06-10,,3.0,33.0,3.0,6.0,,5.0,8.0,4.0,20.0,23.0,,3.0,,1.0,8.0,16.0,4.0,6.0,
2009-06-11,,4.0,22.0,4.0,2.0,1.0,2.0,4.0,3.0,14.0,7.0,1.0,4.0,2.0,8.0,16.0,18.0,3.0,7.0,
2009-06-12,3.0,7.0,16.0,1.0,2.0,6.0,2.0,5.0,2.0,16.0,13.0,1.0,8.0,3.0,1.0,12.0,27.0,2.0,12.0,1.0
2009-06-13,1.0,3.0,39.0,,4.0,6.0,10.0,5.0,,11.0,15.0,,6.0,,5.0,17.0,17.0,3.0,10.0,1.0
2009-06-14,2.0,5.0,32.0,,2.0,4.0,5.0,6.0,2.0,7.0,14.0,,5.0,2.0,3.0,10.0,11.0,,21.0,
2009-06-15,1.0,6.0,23.0,3.0,6.0,4.0,2.0,7.0,,11.0,18.0,3.0,4.0,,4.0,7.0,17.0,4.0,12.0,
2009-06-16,2.0,1.0,34.0,1.0,6.0,3.0,4.0,6.0,1.0,8.0,23.0,2.0,2.0,1.0,1.0,10.0,12.0,2.0,10.0,2.0
2009-06-17,,2.0,31.0,2.0,5.0,1.0,3.0,5.0,2.0,8.0,14.0,2.0,7.0,4.0,6.0,15.0,14.0,,8.0,2.0
2009-06-18,1.0,1.0,24.0,,4.0,4.0,3.0,5.0,3.0,14.0,8.0,,6.0,1.0,1.0,9.0,21.0,1.0,7.0,
2009-06-19,4.0,3.0,23.0,1.0,3.0,,1.0,9.0,,12.0,22.0,1.0,3.0,3.0,4.0,9.0,25.0,1.0,10.0,
2009-06-20,1.0,2.0,23.0,2.0,5.0,1.0,9.0,4.0,1.0,6.0,11.0,3.0,2.0,2.0,2.0,10.0,14.0,3.0,7.0,
2009-06-21,1.0,2.0,31.0,,3.0,6.0,2.0,2.0,1.0,,6.0,,6.0,1.0,5.0,8.0,14.0,1.0,13.0,1.0
2009-06-22,,3.0,37.0,,4.0,3.0,3.0,4.0,,9.0,9.0,,6.0,1.0,1.0,13.0,24.0,2.0,17.0,1.0
2009-06-23,2.0,4.0,57.0,1.0,5.0,3.0,5.0,8.0,1.0,11.0,16.0,,6.0,2.0,3.0,7.0,19.0,3.0,15.0,3.0
2009-06-24,3.0,3.0,47.0,1.0,5.0,2.0,6.0,6.0,2.0,14.0,15.0,,,1.0,3.0,10.0,20.0,2.0,16.0,2.0
2009-06-25,2.0,3.0,46.0,,1.0,2.0,2.0,7.0,,9.0,13.0,1.0,7.0,,1.0,10.0,17.0,1.0,12.0,
2009-06-26,5.0,3.0,48.0,2.0,3.0,6.0,5.0,5.0,,10.0,7.0,1.0,3.0,,3.0,5.0,17.0,2.0,9.0,2.0
2009-06-27,1.0,5.0,40.0,,3.0,6.0,10.0,3.0,2.0,17.0,18.0,1.0,1.0,2.0,6.0,9.0,9.0,,17.0,1.0
2009-06-28,,4.0,63.0,,1.0,6.0,3.0,3.0,,9.0,16.0,1.0,8.0,1.0,4.0,5.0,11.0,2.0,14.0,
2009-06-29,,3.0,30.0,3.0,6.0,2.0,3.0,10.0,1.0,8.0,17.0,,4.0,,6.0,6.0,17.0,1.0,13.0,
2009-06-30,,3.0,42.0,3.0,4.0,4.0,4.0,10.0,4.0,11.0,20.0,3.0,3.0,,5.0,13.0,24.0,2.0,13.0,
2009-07-01,2.0,2.0,35.0,,3.0,2.0,1.0,7.0,1.0,16.0,13.0,,6.0,4.0,2.0,5.0,20.0,2.0,10.0,1.0
2009-07-02,3.0,6.0,38.0,1.0,9.0,3.0,5.0,6.0,,9.0,11.0,1.0,6.0,2.0,4.0,8.0,24.0,1.0,13.0,
2009-07-03,1.0,3.0,16.0,,5.0,2.0,1.0,5.0,,10.0,14.0,,3.0,3.0,4.0,7.0,17.0,3.0,19.0,2.0
2009-07-04,4.0,4.0,41.0,,5.0,5.0,5.0,2.0,,9.0,12.0,,6.0,3.0,3.0,8.0,11.0,4.0,17.0,1.0
2009-07-05,6.0,3.0,33.0,1.0,,6.0,7.0,2.0,2.0,6.0,14.0,1.0,3.0,2.0,3.0,3.0,18.0,,25.0,1.0
2009-07-06,1.0,6.0,31.0,,5.0,2.0,3.0,11.0,3.0,5.0,19.0,4.0,7.0,1.0,3.0,7.0,22.0,2.0,12.0,
2009-07-07,3.0,2.0,36.0,,3.0,3.0,2.0,6.0,1.0,6.0,17.0,,14.0,1.0,7.0,11.0,22.0,4.0,12.0,2.0
2009-07-08,1.0,4.0,43.0,,8.0,,6.0,9.0,1.0,11.0,8.0,1.0,4.0,2.0,3.0,6.0,20.0,3.0,10.0,1.0
2009-07-09,3.0,7.0,57.0,3.0,4.0,1.0,4.0,7.0,1.0,5.0,22.0,2.0,3.0,2.0,2.0,4.0,23.0,4.0,11.0,1.0
2009-07-10,3.0,3.0,25.0,2.0,4.0,6.0,8.0,9.0,2.0,7.0,13.0,,5.0,3.0,5.0,8.0,23.0,6.0,19.0,
2009-07-11,,5.0,25.0,1.0,4.0,3.0,12.0,2.0,,8.0,11.0,1.0,3.0,1.0,4.0,5.0,18.0,,15.0,1.0
2009-07-12,1.0,5.0,19.0,2.0,4.0,5.0,10.0,1.0,,3.0,16.0,,3.0,1.0,6.0,12.0,16.0,3.0,12.0,
2009-07-13,3.0,4.0,25.0,,9.0,5.0,2.0,8.0,,10.0,16.0,1.0,4.0,2.0,2.0,10.0,22.0,,18.0,
2009-07-14,1.0,2.0,26.0,2.0,5.0,3.0,3.0,12.0,2.0,13.0,11.0,1.0,8.0,1.0,6.0,6.0,22.0,1.0,17.0,1.0
2009-07-15,3.0,8.0,26.0,,4.0,1.0,1.0,5.0,2.0,16.0,18.0,,7.0,2.0,3.0,10.0,19.0,2.0,18.0,1.0
2009-07-16,,4.0,27.0,,5.0,,2.0,4.0,,8.0,9.0,,3.0,3.0,7.0,2.0,18.0,1.0,11.0,1.0
2009-07-17,2.0,1.0,20.0,2.0,4.0,8.0,3.0,5.0,1.0,10.0,19.0,,8.0,1.0,3.0,9.0,28.0,3.0,13.0,1.0
2009-07-18,1.0,6.0,28.0,,3.0,7.0,2.0,1.0,3.0,6.0,13.0,,3.0,1.0,6.0,6.0,21.0,1.0,22.0,1.0
2009-07-19,1.0,7.0,42.0,2.0,6.0,3.0,5.0,6.0,1.0,4.0,8.0,2.0,4.0,1.0,,9.0,19.0,,22.0,
2009-07-20,5.0,6.0,29.0,2.0,5.0,2.0,3.0,6.0,,3.0,20.0,,1.0,4.0,2.0,4.0,23.0,,15.0,
2009-07-21,1.0,6.0,34.0,2.0,8.0,3.0,3.0,13.0,2.0,12.0,13.0,1.0,8.0,3.0,5.0,10.0,24.0,4.0,7.0,1.0
2009-07-22,1.0,6.0,38.0,,2.0,,2.0,5.0,,15.0,17.0,3.0,4.0,4.0,4.0,10.0,23.0,4.0,12.0,1.0
2009-07-23,2.0,2.0,32.0,2.0,7.0,1.0,2.0,5.0,3.0,9.0,25.0,,10.0,2.0,3.0,12.0,19.0,6.0,10.0,
2009-07-24,2.0,9.0,24.0,2.0,5.0,2.0,2.0,5.0,1.0,7.0,16.0,1.0,9.0,3.0,5.0,7.0,24.0,2.0,17.0,
2009-07-25,1.0,5.0,50.0,,5.0,7.0,4.0,2.0,1.0,8.0,10.0,2.0,2.0,1.0,7.0,11.0,23.0,1.0,13.0,3.0
2009-07-26,5.0,2.0,24.0,,3.0,5.0,3.0,1.0,1.0,7.0,13.0,,7.0,2.0,4.0,11.0,15.0,,14.0,
2009-07-27,1.0,4.0,23.0,4.0,3.0,2.0,4.0,5.0,1.0,2.0,19.0,2.0,3.0,1.0,3.0,13.0,19.0,,10.0,
2009-07-28,,2.0,23.0,1.0,5.0,4.0,2.0,7.0,1.0,5.0,14.0,3.0,8.0,,2.0,12.0,19.0,1.0,20.0,1.0
2009-07-29,,3.0,53.0,,9.0,4.0,1.0,8.0,1.0,10.0,15.0,1.0,6.0,2.0,5.0,10.0,16.0,4.0,11.0,
2009-07-30,2.0,5.0,34.0,1.0,7.0,,1.0,2.0,,20.0,13.0,1.0,3.0,2.0,3.0,7.0,21.0,3.0,9.0,
2009-07-31,2.0,5.0,29.0,2.0,5.0,4.0,2.0,6.0,,10.0,14.0,,12.0,,3.0,8.0,17.0,2.0,11.0,1.0
2009-08-01,,5.0,25.0,,7.0,6.0,10.0,3.0,,15.0,11.0,,7.0,1.0,4.0,4.0,23.0,2.0,8.0,1.0
2009-08-02,3.0,8.0,41.0,2.0,4.0,5.0,6.0,3.0,2.0,6.0,15.0,,5.0,1.0,3.0,5.0,13.0,,14.0,
2009-08-03,4.0,3.0,29.0,1.0,5.0,2.0,,5.0,,6.0,13.0,2.0,6.0,1.0,5.0,10.0,26.0,,8.0,
2009-08-04,1.0,3.0,58.0,,8.0,2.0,2.0,4.0,1.0,9.0,21.0,1.0,3.0,1.0,4.0,7.0,25.0,2.0,10.0,
2009-08-05,1.0,3.0,33.0,1.0,7.0,2.0,3.0,9.0,1.0,16.0,12.0,3.0,4.0,2.0,2.0,6.0,28.0,1.0,19.0,1.0
2009-08-06,3.0,3.0,38.0,1.0,6.0,1.0,1.0,6.0,1.0,14.0,20.0,,4.0,2.0,3.0,13.0,31.0,3.0,14.0,3.0
2009-08-07,3.0,6.0,29.0,,7.0,4.0,3.0,9.0,,7.0,16.0,,2.0,,3.0,6.0,25.0,3.0,16.0,1.0
2009-08-08,1.0,8.0,44.0,,1.0,5.0,4.0,2.0,1.0,7.0,9.0,,3.0,1.0,4.0,8.0,15.0,,12.0,
2009-08-09,2.0,10.0,26.0,,5.0,2.0,4.0,3.0,2.0,4.0,20.0,2.0,3.0,,3.0,8.0,16.0,,16.0,1.0
2009-08-10,,2.0,28.0,3.0,4.0,,2.0,2.0,1.0,10.0,14.0,,8.0,4.0,3.0,6.0,27.0,1.0,12.0,1.0
2009-08-11,3.0,3.0,40.0,4.0,2.0,4.0,1.0,7.0,,12.0,15.0,,5.0,,1.0,5.0,22.0,4.0,13.0,
2009-08-12,2.0,5.0,27.0,1.0,3.0,3.0,4.0,5.0,2.0,13.0,15.0,,10.0,3.0,5.0,8.0,16.0,2.0,11.0,
2009-08-13,,5.0,43.0,,6.0,,4.0,3.0,2.0,11.0,8.0,,7.0,3.0,5.0,12.0,24.0,4.0,11.0,2.0
2009-08-14,,8.0,24.0,,4.0,,1.0,3.0,1.0,18.0,21.0,,7.0,,5.0,8.0,14.0,2.0,14.0,1.0
2009-08-15,8.0,5.0,39.0,,5.0,5.0,8.0,3.0,1.0,10.0,12.0,1.0,4.0,4.0,3.0,7.0,17.0,,11.0,
2009-08-16,5.0,9.0,48.0,1.0,5.0,1.0,2.0,4.0,,8.0,13.0,1.0,3.0,1.0,4.0,12.0,13.0,1.0,22.0,
2009-08-17,4.0,3.0,51.0,2.0,7.0,3.0,,5.0,1.0,8.0,13.0,,1.0,3.0,3.0,8.0,14.0,,15.0,2.0
2009-08-18,1.0,1.0,41.0,1.0,4.0,4.0,4.0,12.0,,11.0,13.0,2.0,1.0,2.0,1.0,14.0,22.0,,4.0,
2009-08-19,1.0,4.0,49.0,1.0,4.0,,3.0,5.0,,13.0,11.0,,5.0,3.0,4.0,14.0,24.0,,16.0,1.0
2009-08-20,1.0,5.0,40.0,2.0,4.0,3.0,1.0,4.0,,8.0,18.0,,9.0,4.0,3.0,9.0,23.0,,9.0,
2009-08-21,2.0,9.0,21.0,1.0,6.0,6.0,3.0,5.0,1.0,6.0,17.0,2.0,3.0,4.0,4.0,8.0,16.0,,18.0,1.0
2009-08-22,3.0,8.0,18.0,1.0,4.0,3.0,2.0,3.0,1.0,5.0,12.0,,3.0,3.0,3.0,6.0,21.0,,15.0,
2009-08-23,,4.0,27.0,,9.0,2.0,2.0,3.0,1.0,5.0,17.0,1.0,7.0,1.0,2.0,18.0,11.0,1.0,12.0,
2009-08-24,1.0,5.0,23.0,3.0,11.0,2.0,4.0,5.0,1.0,2.0,9.0,,3.0,1.0,6.0,9.0,17.0,,10.0,
2009-08-25,3.0,1.0,23.0,1.0,5.0,2.0,3.0,8.0,2.0,8.0,19.0,2.0,5.0,1.0,4.0,11.0,21.0,3.0,12.0,1.0
2009-08-26,3.0,5.0,26.0,1.0,8.0,1.0,2.0,8.0,1.0,4.0,14.0,1.0,6.0,,1.0,8.0,27.0,1.0,19.0,
2009-08-27,3.0,4.0,31.0,1.0,5.0,2.0,2.0,7.0,,7.0,17.0,,8.0,2.0,1.0,17.0,29.0,1.0,10.0,2.0
2009-08-28,1.0,2.0,22.0,2.0,4.0,5.0,3.0,12.0,3.0,10.0,7.0,2.0,5.0,4.0,5.0,9.0,17.0,,18.0,
2009-08-29,2.0,3.0,41.0,2.0,7.0,6.0,3.0,2.0,,10.0,14.0,2.0,7.0,5.0,3.0,20.0,20.0,1.0,13.0,1.0
2009-08-30,,7.0,26.0,4.0,5.0,3.0,2.0,,,4.0,14.0,,6.0,2.0,5.0,7.0,15.0,1.0,10.0,
2009-08-31,1.0,7.0,20.0,,10.0,,3.0,9.0,2.0,6.0,21.0,1.0,5.0,4.0,1.0,12.0,33.0,,15.0,
2009-09-01,1.0,4.0,29.0,2.0,4.0,2.0,1.0,13.0,1.0,15.0,8.0,,6.0,2.0,3.0,11.0,29.0,2.0,9.0,
2009-09-02,1.0,2.0,44.0,,,1.0,4.0,13.0,4.0,19.0,8.0,,5.0,2.0,2.0,8.0,15.0,3.0,22.0,
2009-09-03,,4.0,38.0,,7.0,2.0,2.0,3.0,,14.0,13.0,1.0,7.0,4.0,3.0,11.0,21.0,1.0,15.0,1.0
2009-09-04,1.0,4.0,18.0,1.0,7.0,6.0,2.0,7.0,1.0,9.0,14.0,,6.0,1.0,6.0,9.0,21.0,5.0,10.0,1.0
2009-09-05,4.0,9.0,37.0,2.0,5.0,2.0,6.0,2.0,1.0,11.0,7.0,,3.0,,2.0,11.0,20.0,2.0,7.0,2.0
2009-09-06,,7.0,33.0,1.0,2.0,6.0,3.0,3.0,3.0,7.0,16.0,1.0,8.0,2.0,2.0,9.0,15.0,,16.0,1.0
2009-09-07,,6.0,24.0,1.0,4.0,7.0,4.0,1.0,2.0,2.0,13.0,,3.0,2.0,2.0,8.0,15.0,1.0,12.0,1.0
2009-09-08,1.0,8.0,35.0,3.0,7.0,,2.0,9.0,2.0,4.0,14.0,1.0,6.0,1.0,1.0,17.0,24.0,1.0,11.0,2.0
2009-09-09,3.0,,23.0,2.0,6.0,2.0,3.0,3.0,1.0,11.0,17.0,,9.0,3.0,1.0,16.0,16.0,5.0,10.0,
2009-09-10,1.0,4.0,12.0,2.0,7.0,1.0,1.0,4.0,1.0,5.0,15.0,,4.0,7.0,4.0,3.0,25.0,2.0,9.0,
2009-09-11,3.0,1.0,10.0,,5.0,,2.0,2.0,1.0,6.0,14.0,1.0,7.0,2.0,1.0,10.0,8.0,1.0,7.0,3.0
2009-09-12,1.0,8.0,28.0,1.0,4.0,5.0,2.0,3.0,1.0,14.0,17.0,,11.0,1.0,3.0,13.0,20.0,2.0,9.0,3.0
2009-09-13,1.0,4.0,27.0,1.0,5.0,4.0,2.0,2.0,1.0,4.0,13.0,1.0,8.0,3.0,5.0,17.0,16.0,,18.0,1.0
2009-09-14,2.0,8.0,14.0,1.0,6.0,2.0,,4.0,1.0,4.0,13.0,1.0,7.0,2.0,5.0,15.0,17.0,1.0,13.0,4.0
2009-09-15,5.0,1.0,24.0,1.0,6.0,,7.0,6.0,2.0,14.0,16.0,,7.0,1.0,4.0,3.0,27.0,1.0,9.0,1.0
2009-09-16,2.0,7.0,14.0,3.0,6.0,3.0,8.0,4.0,2.0,11.0,12.0,4.0,9.0,2.0,9.0,12.0,22.0,3.0,13.0,2.0
2009-09-17,,8.0,21.0,,7.0,3.0,6.0,3.0,1.0,13.0,16.0,,8.0,3.0,4.0,11.0,19.0,1.0,12.0,1.0
2009-09-18,2.0,6.0,13.0,1.0,2.0,2.0,8.0,5.0,2.0,9.0,15.0,1.0,5.0,2.0,5.0,9.0,16.0,1.0,13.0,4.0
2009-09-19,,1.0,13.0,,7.0,4.0,7.0,4.0,1.0,10.0,15.0,,11.0,1.0,2.0,7.0,21.0,3.0,14.0,2.0
2009-09-20,,6.0,36.0,3.0,7.0,4.0,1.0,1.0,,1.0,10.0,,8.0,1.0,4.0,15.0,21.0,6.0,10.0,3.0
2009-09-21,2.0,4.0,12.0,1.0,4.0,2.0,,8.0,3.0,3.0,15.0,1.0,3.0,2.0,6.0,10.0,17.0,3.0,9.0,
2009-09-22,3.0,3.0,36.0,2.0,13.0,2.0,1.0,3.0,5.0,8.0,22.0,1.0,1.0,2.0,2.0,7.0,26.0,3.0,12.0,2.0
2009-09-23,3.0,3.0,21.0,2.0,7.0,2.0,5.0,6.0,2.0,9.0,14.0,,4.0,3.0,1.0,8.0,22.0,6.0,13.0,1.0
2009-09-24,1.0,6.0,20.0,2.0,6.0,2.0,8.0,4.0,2.0,6.0,20.0,,2.0,2.0,2.0,6.0,17.0,5.0,8.0,
2009-09-25,2.0,6.0,21.0,2.0,9.0,3.0,3.0,8.0,,10.0,21.0,1.0,2.0,2.0,3.0,9.0,27.0,3.0,12.0,2.0
2009-09-26,,9.0,20.0,,7.0,5.0,5.0,4.0,2.0,7.0,7.0,,4.0,3.0,7.0,12.0,24.0,1.0,14.0,1.0
2009-09-27,,2.0,9.0,2.0,6.0,,3.0,1.0,,2.0,11.0,,10.0,7.0,3.0,11.0,10.0,1.0,21.0,
2009-09-28,1.0,3.0,20.0,2.0,3.0,1.0,3.0,8.0,2.0,,18.0,1.0,11.0,5.0,2.0,11.0,24.0,,20.0,
2009-09-29,,1.0,27.0,1.0,8.0,1.0,2.0,5.0,2.0,7.0,14.0,,7.0,1.0,5.0,10.0,27.0,6.0,10.0,2.0
2009-09-30,2.0,6.0,28.0,2.0,5.0,3.0,7.0,12.0,3.0,9.0,11.0,2.0,3.0,3.0,1.0,7.0,23.0,5.0,13.0,2.0
2009-10-01,2.0,2.0,20.0,1.0,2.0,5.0,5.0,6.0,4.0,7.0,13.0,1.0,4.0,4.0,2.0,17.0,23.0,,13.0,
2009-10-02,1.0,2.0,14.0,,5.0,4.0,10.0,11.0,2.0,8.0,19.0,1.0,2.0,2.0,2.0,14.0,29.0,,17.0,
2009-10-03,,4.0,21.0,,5.0,10.0,4.0,2.0,3.0,11.0,14.0,,4.0,1.0,1.0,14.0,17.0,,12.0,3.0
2009-10-04,,7.0,28.0,1.0,6.0,2.0,2.0,4.0,3.0,2.0,17.0,,6.0,1.0,1.0,12.0,22.0,2.0,15.0,1.0
2009-10-05,1.0,2.0,13.0,2.0,10.0,3.0,3.0,4.0,3.0,9.0,21.0,,9.0,3.0,3.0,8.0,14.0,1.0,7.0,1.0
2009-10-06,2.0,3.0,23.0,3.0,7.0,1.0,2.0,8.0,2.0,10.0,22.0,2.0,3.0,2.0,3.0,15.0,24.0,2.0,14.0,1.0
2009-10-07,,7.0,18.0,,5.0,2.0,3.0,9.0,3.0,8.0,14.0,1.0,3.0,6.0,1.0,13.0,26.0,4.0,9.0,3.0
